KMX,Date
15.029999732971191,2004-12-17
15.015000343322754,2004-12-20
15.354999542236328,2004-12-21
15.289999961853027,2004-12-22
15.25,2004-12-23
15.225000381469727,2004-12-27
15.270000457763672,2004-12-28
15.25,2004-12-29
15.505000114440918,2004-12-30
15.524999618530273,2004-12-31
15.100000381469727,2005-01-03
14.989999771118164,2005-01-04
14.930000305175781,2005-01-05
14.829999923706055,2005-01-06
14.9399995803833,2005-01-07
14.914999961853027,2005-01-10
14.920000076293945,2005-01-11
15.414999961853027,2005-01-12
15.09000015258789,2005-01-13
15.149999618530273,2005-01-14
15.149999618530273,2005-01-18
15.069999694824219,2005-01-19
14.954999923706055,2005-01-20
14.930000305175781,2005-01-21
14.380000114440918,2005-01-24
14.395000457763672,2005-01-25
14.234999656677246,2005-01-26
14.25,2005-01-27
14.1899995803833,2005-01-28
14.46500015258789,2005-01-31
14.699999809265137,2005-02-01
14.765000343322754,2005-02-02
16.674999237060547,2005-02-03
16.524999618530273,2005-02-04
16.299999237060547,2005-02-07
16.485000610351562,2005-02-08
16.264999389648438,2005-02-09
16.25,2005-02-10
16.299999237060547,2005-02-11
16.28499984741211,2005-02-14
16.270000457763672,2005-02-15
16.31999969482422,2005-02-16
15.994999885559082,2005-02-17
15.760000228881836,2005-02-18
15.449999809265137,2005-02-22
16.420000076293945,2005-02-23
16.540000915527344,2005-02-24
16.469999313354492,2005-02-25
16.5,2005-02-28
16.604999542236328,2005-03-01
16.575000762939453,2005-03-02
16.604999542236328,2005-03-03
16.65999984741211,2005-03-04
16.799999237060547,2005-03-07
16.68000030517578,2005-03-08
16.440000534057617,2005-03-09
16.25,2005-03-10
16.06999969482422,2005-03-11
16.19499969482422,2005-03-14
16.174999237060547,2005-03-15
16.020000457763672,2005-03-16
16.489999771118164,2005-03-17
16.334999084472656,2005-03-18
16.610000610351562,2005-03-21
16.5049991607666,2005-03-22
15.989999771118164,2005-03-23
16.145000457763672,2005-03-24
16.424999237060547,2005-03-28
16.600000381469727,2005-03-29
16.100000381469727,2005-03-30
15.75,2005-03-31
15.300000190734863,2005-04-01
15.239999771118164,2005-04-04
15.470000267028809,2005-04-05
15.6850004196167,2005-04-06
15.75,2005-04-07
15.574999809265137,2005-04-08
15.244999885559082,2005-04-11
15.260000228881836,2005-04-12
15.029999732971191,2005-04-13
14.645000457763672,2005-04-14
14.15999984741211,2005-04-15
14.430000305175781,2005-04-18
14.59000015258789,2005-04-19
14.114999771118164,2005-04-20
14.510000228881836,2005-04-21
14.100000381469727,2005-04-22
14.470000267028809,2005-04-25
14.279999732971191,2005-04-26
14.09000015258789,2005-04-27
13.854999542236328,2005-04-28
13.640000343322754,2005-04-29
13.9399995803833,2005-05-02
14.029999732971191,2005-05-03
14.484999656677246,2005-05-04
14.329999923706055,2005-05-05
14.229999542236328,2005-05-06
14.5600004196167,2005-05-09
14.029999732971191,2005-05-10
13.859999656677246,2005-05-11
13.619999885559082,2005-05-12
13.399999618530273,2005-05-13
13.75,2005-05-16
13.875,2005-05-17
14.175000190734863,2005-05-18
14.199999809265137,2005-05-19
13.25,2005-05-20
13.420000076293945,2005-05-23
13.079999923706055,2005-05-24
12.550000190734863,2005-05-25
12.609999656677246,2005-05-26
12.600000381469727,2005-05-27
12.765000343322754,2005-05-31
12.654999732971191,2005-06-01
12.9350004196167,2005-06-02
13.069999694824219,2005-06-03
13.15999984741211,2005-06-06
13.130000114440918,2005-06-07
12.9350004196167,2005-06-08
12.369999885559082,2005-06-09
12.5600004196167,2005-06-10
12.505000114440918,2005-06-13
12.470000267028809,2005-06-14
12.420000076293945,2005-06-15
12.585000038146973,2005-06-16
12.925000190734863,2005-06-17
13.149999618530273,2005-06-20
13.324999809265137,2005-06-21
13.265000343322754,2005-06-22
13.0600004196167,2005-06-23
12.970000267028809,2005-06-24
12.729999542236328,2005-06-27
13.085000038146973,2005-06-28
13.329999923706055,2005-06-29
13.324999809265137,2005-06-30
13.375,2005-07-01
13.729999542236328,2005-07-05
13.050000190734863,2005-07-06
12.96500015258789,2005-07-07
13.229999542236328,2005-07-08
13.645000457763672,2005-07-11
13.595000267028809,2005-07-12
13.734999656677246,2005-07-13
13.614999771118164,2005-07-14
13.654999732971191,2005-07-15
13.5649995803833,2005-07-18
13.765000343322754,2005-07-19
13.670000076293945,2005-07-20
13.630000114440918,2005-07-21
13.585000038146973,2005-07-22
13.255000114440918,2005-07-25
13.324999809265137,2005-07-26
13.729999542236328,2005-07-27
14.989999771118164,2005-07-28
14.609999656677246,2005-07-29
14.5649995803833,2005-08-01
14.425000190734863,2005-08-02
14.550000190734863,2005-08-03
14.574999809265137,2005-08-04
14.725000381469727,2005-08-05
14.704999923706055,2005-08-08
14.704999923706055,2005-08-09
14.829999923706055,2005-08-10
15.024999618530273,2005-08-11
15.204999923706055,2005-08-12
14.989999771118164,2005-08-15
14.75,2005-08-16
14.755000114440918,2005-08-17
14.694999694824219,2005-08-18
14.505000114440918,2005-08-19
14.335000038146973,2005-08-22
16.030000686645508,2005-08-23
15.96500015258789,2005-08-24
15.875,2005-08-25
15.699999809265137,2005-08-26
15.984999656677246,2005-08-29
15.829999923706055,2005-08-30
15.930000305175781,2005-08-31
15.28499984741211,2005-09-01
15.239999771118164,2005-09-02
15.364999771118164,2005-09-06
15.5,2005-09-07
15.324999809265137,2005-09-08
15.550000190734863,2005-09-09
15.649999618530273,2005-09-12
15.960000038146973,2005-09-13
15.595000267028809,2005-09-14
15.354999542236328,2005-09-15
15.364999771118164,2005-09-16
15.3100004196167,2005-09-19
14.994999885559082,2005-09-20
15.675000190734863,2005-09-21
15.824999809265137,2005-09-22
15.725000381469727,2005-09-23
15.640000343322754,2005-09-26
15.574999809265137,2005-09-27
15.305000305175781,2005-09-28
15.539999961853027,2005-09-29
15.635000228881836,2005-09-30
15.579999923706055,2005-10-03
15.199999809265137,2005-10-04
14.880000114440918,2005-10-05
14.864999771118164,2005-10-06
14.359999656677246,2005-10-07
13.649999618530273,2005-10-10
13.404999732971191,2005-10-11
13.399999618530273,2005-10-12
13.65999984741211,2005-10-13
13.520000457763672,2005-10-14
13.630000114440918,2005-10-17
13.475000381469727,2005-10-18
13.574999809265137,2005-10-19
13.305000305175781,2005-10-20
13.789999961853027,2005-10-21
14.0,2005-10-24
13.899999618530273,2005-10-25
13.65999984741211,2005-10-26
13.225000381469727,2005-10-27
13.255000114440918,2005-10-28
13.4350004196167,2005-10-31
13.375,2005-11-01
13.510000228881836,2005-11-02
13.574999809265137,2005-11-03
13.59000015258789,2005-11-04
13.65999984741211,2005-11-07
13.654999732971191,2005-11-08
13.625,2005-11-09
13.850000381469727,2005-11-10
14.164999961853027,2005-11-11
13.805000305175781,2005-11-14
13.925000190734863,2005-11-15
14.109999656677246,2005-11-16
14.260000228881836,2005-11-17
14.354999542236328,2005-11-18
14.670000076293945,2005-11-21
14.59000015258789,2005-11-22
14.545000076293945,2005-11-23
14.734999656677246,2005-11-25
14.265000343322754,2005-11-28
14.074999809265137,2005-11-29
13.710000038146973,2005-11-30
13.654999732971191,2005-12-01
13.824999809265137,2005-12-02
13.385000228881836,2005-12-05
13.3149995803833,2005-12-06
13.404999732971191,2005-12-07
13.414999961853027,2005-12-08
13.510000228881836,2005-12-09
13.295000076293945,2005-12-12
13.34000015258789,2005-12-13
13.550000190734863,2005-12-14
13.595000267028809,2005-12-15
13.694999694824219,2005-12-16
13.524999618530273,2005-12-19
13.755000114440918,2005-12-20
14.100000381469727,2005-12-21
14.154999732971191,2005-12-22
14.154999732971191,2005-12-23
13.984999656677246,2005-12-27
13.920000076293945,2005-12-28
13.96500015258789,2005-12-29
13.84000015258789,2005-12-30
14.28499984741211,2006-01-03
14.6850004196167,2006-01-04
14.449999809265137,2006-01-05
14.335000038146973,2006-01-06
14.699999809265137,2006-01-09
14.984999656677246,2006-01-10
14.755000114440918,2006-01-11
14.9350004196167,2006-01-12
14.795000076293945,2006-01-13
14.515000343322754,2006-01-17
14.399999618530273,2006-01-18
14.505000114440918,2006-01-19
14.274999618530273,2006-01-20
14.414999961853027,2006-01-23
14.5,2006-01-24
14.609999656677246,2006-01-25
14.604999542236328,2006-01-26
14.734999656677246,2006-01-27
15.0649995803833,2006-01-30
14.944999694824219,2006-01-31
15.414999961853027,2006-02-01
15.194999694824219,2006-02-02
15.079999923706055,2006-02-03
14.800000190734863,2006-02-06
14.819999694824219,2006-02-07
14.75,2006-02-08
14.670000076293945,2006-02-09
14.664999961853027,2006-02-10
14.675000190734863,2006-02-13
14.739999771118164,2006-02-14
14.899999618530273,2006-02-15
15.329999923706055,2006-02-16
15.635000228881836,2006-02-17
15.604999542236328,2006-02-21
15.765000343322754,2006-02-22
15.864999771118164,2006-02-23
15.71500015258789,2006-02-24
15.819999694824219,2006-02-27
15.710000038146973,2006-02-28
15.765000343322754,2006-03-01
15.699999809265137,2006-03-02
15.649999618530273,2006-03-03
15.625,2006-03-06
15.385000228881836,2006-03-07
15.395000457763672,2006-03-08
15.265000343322754,2006-03-09
15.5600004196167,2006-03-10
17.68000030517578,2006-03-13
18.024999618530273,2006-03-14
17.71500015258789,2006-03-15
17.30500030517578,2006-03-16
17.389999389648438,2006-03-17
17.31999969482422,2006-03-20
17.170000076293945,2006-03-21
17.454999923706055,2006-03-22
17.56999969482422,2006-03-23
17.639999389648438,2006-03-24
17.639999389648438,2006-03-27
17.639999389648438,2006-03-28
17.8700008392334,2006-03-29
16.75,2006-03-30
16.34000015258789,2006-03-31
15.979999542236328,2006-04-03
16.295000076293945,2006-04-04
16.479999542236328,2006-04-05
16.635000228881836,2006-04-06
16.649999618530273,2006-04-07
16.600000381469727,2006-04-10
16.44499969482422,2006-04-11
16.584999084472656,2006-04-12
16.735000610351562,2006-04-13
16.614999771118164,2006-04-17
17.385000228881836,2006-04-18
17.31999969482422,2006-04-19
17.399999618530273,2006-04-20
17.725000381469727,2006-04-21
17.65999984741211,2006-04-24
17.700000762939453,2006-04-25
17.770000457763672,2006-04-26
17.7450008392334,2006-04-27
17.655000686645508,2006-04-28
17.200000762939453,2006-05-01
17.145000457763672,2006-05-02
16.825000762939453,2006-05-03
16.969999313354492,2006-05-04
16.9950008392334,2006-05-05
16.9950008392334,2006-05-08
16.979999542236328,2006-05-09
17.0,2006-05-10
16.645000457763672,2006-05-11
16.329999923706055,2006-05-12
16.264999389648438,2006-05-15
16.344999313354492,2006-05-16
16.28499984741211,2006-05-17
16.2450008392334,2006-05-18
16.545000076293945,2006-05-19
16.34000015258789,2006-05-22
16.200000762939453,2006-05-23
15.8100004196167,2006-05-24
15.880000114440918,2006-05-25
15.779999732971191,2006-05-26
15.960000038146973,2006-05-30
15.904999732971191,2006-05-31
15.845000267028809,2006-06-01
15.904999732971191,2006-06-02
15.53499984741211,2006-06-05
15.475000381469727,2006-06-06
15.399999618530273,2006-06-07
15.305000305175781,2006-06-08
15.305000305175781,2006-06-09
14.9399995803833,2006-06-12
14.914999961853027,2006-06-13
15.229999542236328,2006-06-14
15.619999885559082,2006-06-15
15.75,2006-06-16
16.94499969482422,2006-06-19
17.079999923706055,2006-06-20
17.344999313354492,2006-06-21
17.375,2006-06-22
17.614999771118164,2006-06-23
17.8799991607666,2006-06-26
17.600000381469727,2006-06-27
17.604999542236328,2006-06-28
17.985000610351562,2006-06-29
17.729999542236328,2006-06-30
17.834999084472656,2006-07-03
17.674999237060547,2006-07-05
17.485000610351562,2006-07-06
17.325000762939453,2006-07-07
17.350000381469727,2006-07-10
16.989999771118164,2006-07-11
16.84000015258789,2006-07-12
16.7549991607666,2006-07-13
16.2450008392334,2006-07-14
16.649999618530273,2006-07-17
16.645000457763672,2006-07-18
16.940000534057617,2006-07-19
16.889999389648438,2006-07-20
16.5049991607666,2006-07-21
17.040000915527344,2006-07-24
17.385000228881836,2006-07-25
17.19499969482422,2006-07-26
16.915000915527344,2006-07-27
17.15999984741211,2006-07-28
17.399999618530273,2006-07-31
17.200000762939453,2006-08-01
17.424999237060547,2006-08-02
17.84000015258789,2006-08-03
17.719999313354492,2006-08-04
17.489999771118164,2006-08-07
17.489999771118164,2006-08-08
17.43000030517578,2006-08-09
17.559999465942383,2006-08-10
17.479999542236328,2006-08-11
17.459999084472656,2006-08-14
17.815000534057617,2006-08-15
18.30500030517578,2006-08-16
18.600000381469727,2006-08-17
18.55500030517578,2006-08-18
18.155000686645508,2006-08-21
18.2549991607666,2006-08-22
18.170000076293945,2006-08-23
17.94499969482422,2006-08-24
17.795000076293945,2006-08-25
17.8799991607666,2006-08-28
17.854999542236328,2006-08-29
18.21500015258789,2006-08-30
18.844999313354492,2006-08-31
18.774999618530273,2006-09-01
18.959999084472656,2006-09-05
18.979999542236328,2006-09-06
19.135000228881836,2006-09-07
19.575000762939453,2006-09-08
19.510000228881836,2006-09-11
20.225000381469727,2006-09-12
20.655000686645508,2006-09-13
20.079999923706055,2006-09-14
20.260000228881836,2006-09-15
20.145000457763672,2006-09-18
20.06999969482422,2006-09-19
21.649999618530273,2006-09-20
20.69499969482422,2006-09-21
20.920000076293945,2006-09-22
21.020000457763672,2006-09-25
21.075000762939453,2006-09-26
21.049999237060547,2006-09-27
21.05500030517578,2006-09-28
20.854999542236328,2006-09-29
20.59000015258789,2006-10-02
20.825000762939453,2006-10-03
21.075000762939453,2006-10-04
21.4950008392334,2006-10-05
21.270000457763672,2006-10-06
21.329999923706055,2006-10-09
21.44499969482422,2006-10-10
21.69499969482422,2006-10-11
22.139999389648438,2006-10-12
22.104999542236328,2006-10-13
21.954999923706055,2006-10-16
21.895000457763672,2006-10-17
21.889999389648438,2006-10-18
22.145000457763672,2006-10-19
22.010000228881836,2006-10-20
22.125,2006-10-23
22.204999923706055,2006-10-24
22.094999313354492,2006-10-25
22.315000534057617,2006-10-26
22.125,2006-10-27
22.350000381469727,2006-10-30
22.149999618530273,2006-10-31
21.399999618530273,2006-11-01
21.690000534057617,2006-11-02
21.665000915527344,2006-11-03
22.3700008392334,2006-11-06
21.895000457763672,2006-11-07
23.139999389648438,2006-11-08
23.424999237060547,2006-11-09
23.530000686645508,2006-11-10
23.514999389648438,2006-11-13
23.645000457763672,2006-11-14
23.735000610351562,2006-11-15
23.700000762939453,2006-11-16
23.375,2006-11-17
23.03499984741211,2006-11-20
23.059999465942383,2006-11-21
23.174999237060547,2006-11-22
23.03499984741211,2006-11-24
22.489999771118164,2006-11-27
22.68000030517578,2006-11-28
23.15999984741211,2006-11-29
23.06999969482422,2006-11-30
23.3799991607666,2006-12-01
23.7450008392334,2006-12-04
24.4950008392334,2006-12-05
24.524999618530273,2006-12-06
24.200000762939453,2006-12-07
24.514999389648438,2006-12-08
24.700000762939453,2006-12-11
24.325000762939453,2006-12-12
24.450000762939453,2006-12-13
24.514999389648438,2006-12-14
24.450000762939453,2006-12-15
24.25,2006-12-18
24.315000534057617,2006-12-19
26.385000228881836,2006-12-20
26.825000762939453,2006-12-21
26.735000610351562,2006-12-22
27.065000534057617,2006-12-26
27.219999313354492,2006-12-27
27.045000076293945,2006-12-28
26.815000534057617,2006-12-29
27.645000457763672,2007-01-03
27.700000762939453,2007-01-04
28.094999313354492,2007-01-05
27.700000762939453,2007-01-08
27.81999969482422,2007-01-09
27.895000457763672,2007-01-10
28.40999984741211,2007-01-11
28.46500015258789,2007-01-12
28.725000381469727,2007-01-16
28.65999984741211,2007-01-17
28.549999237060547,2007-01-18
28.774999618530273,2007-01-19
28.44499969482422,2007-01-22
28.989999771118164,2007-01-23
29.2450008392334,2007-01-24
28.55500030517578,2007-01-25
28.545000076293945,2007-01-26
29.174999237060547,2007-01-29
28.825000762939453,2007-01-30
28.71500015258789,2007-01-31
28.9950008392334,2007-02-01
28.774999618530273,2007-02-02
28.575000762939453,2007-02-05
28.7450008392334,2007-02-06
28.09000015258789,2007-02-07
27.975000381469727,2007-02-08
27.424999237060547,2007-02-09
27.295000076293945,2007-02-12
27.559999465942383,2007-02-13
28.30500030517578,2007-02-14
28.21500015258789,2007-02-15
28.1200008392334,2007-02-16
27.934999465942383,2007-02-20
27.780000686645508,2007-02-21
28.0,2007-02-22
28.375,2007-02-23
27.96500015258789,2007-02-26
26.594999313354492,2007-02-27
26.350000381469727,2007-02-28
25.850000381469727,2007-03-01
25.0,2007-03-02
24.2450008392334,2007-03-05
25.645000457763672,2007-03-06
26.239999771118164,2007-03-07
26.725000381469727,2007-03-08
26.475000381469727,2007-03-09
26.079999923706055,2007-03-12
25.40999984741211,2007-03-13
24.625,2007-03-14
25.190000534057617,2007-03-15
25.5,2007-03-16
27.03499984741211,2007-03-19
26.950000762939453,2007-03-20
27.280000686645508,2007-03-21
26.975000381469727,2007-03-22
26.7450008392334,2007-03-23
26.875,2007-03-26
27.389999389648438,2007-03-27
27.06999969482422,2007-03-28
24.709999084472656,2007-03-29
24.540000915527344,2007-03-30
24.950000762939453,2007-04-02
25.0,2007-04-03
25.1200008392334,2007-04-04
24.940000534057617,2007-04-05
24.93000030517578,2007-04-09
24.940000534057617,2007-04-10
24.75,2007-04-11
24.56999969482422,2007-04-12
24.43000030517578,2007-04-13
24.670000076293945,2007-04-16
24.90999984741211,2007-04-17
25.020000457763672,2007-04-18
24.780000686645508,2007-04-19
25.110000610351562,2007-04-20
25.31999969482422,2007-04-23
25.100000381469727,2007-04-24
25.790000915527344,2007-04-25
25.799999237060547,2007-04-26
25.34000015258789,2007-04-27
24.920000076293945,2007-04-30
24.549999237060547,2007-05-01
25.059999465942383,2007-05-02
24.81999969482422,2007-05-03
24.8700008392334,2007-05-04
25.649999618530273,2007-05-07
25.209999084472656,2007-05-08
25.5,2007-05-09
24.979999542236328,2007-05-10
25.09000015258789,2007-05-11
24.770000457763672,2007-05-14
24.600000381469727,2007-05-15
24.520000457763672,2007-05-16
24.649999618530273,2007-05-17
24.610000610351562,2007-05-18
23.59000015258789,2007-05-21
23.469999313354492,2007-05-22
23.559999465942383,2007-05-23
22.799999237060547,2007-05-24
22.889999389648438,2007-05-25
23.010000228881836,2007-05-29
23.649999618530273,2007-05-30
24.0,2007-05-31
24.239999771118164,2007-06-01
23.950000762939453,2007-06-04
23.8799991607666,2007-06-05
23.440000534057617,2007-06-06
23.110000610351562,2007-06-07
23.760000228881836,2007-06-08
23.68000030517578,2007-06-11
23.049999237060547,2007-06-12
23.360000610351562,2007-06-13
23.18000030517578,2007-06-14
23.270000457763672,2007-06-15
23.1299991607666,2007-06-18
23.190000534057617,2007-06-19
25.610000610351562,2007-06-20
26.459999084472656,2007-06-21
25.969999313354492,2007-06-22
25.549999237060547,2007-06-25
25.25,2007-06-26
25.6299991607666,2007-06-27
25.739999771118164,2007-06-28
25.5,2007-06-29
25.649999618530273,2007-07-02
26.299999237060547,2007-07-03
26.790000915527344,2007-07-05
27.399999618530273,2007-07-06
26.809999465942383,2007-07-09
25.979999542236328,2007-07-10
25.84000015258789,2007-07-11
25.90999984741211,2007-07-12
26.049999237060547,2007-07-13
26.229999542236328,2007-07-16
25.459999084472656,2007-07-17
25.280000686645508,2007-07-18
25.43000030517578,2007-07-19
25.190000534057617,2007-07-20
25.5,2007-07-23
25.049999237060547,2007-07-24
24.209999084472656,2007-07-25
23.639999389648438,2007-07-26
23.3799991607666,2007-07-27
23.389999389648438,2007-07-30
23.93000030517578,2007-07-31
24.010000228881836,2007-08-01
23.989999771118164,2007-08-02
23.959999084472656,2007-08-03
23.5,2007-08-06
24.190000534057617,2007-08-07
25.049999237060547,2007-08-08
24.0,2007-08-09
23.1200008392334,2007-08-10
22.950000762939453,2007-08-13
21.940000534057617,2007-08-14
21.84000015258789,2007-08-15
21.270000457763672,2007-08-16
22.299999237060547,2007-08-17
22.8700008392334,2007-08-20
23.469999313354492,2007-08-21
23.81999969482422,2007-08-22
23.40999984741211,2007-08-23
23.600000381469727,2007-08-24
23.010000228881836,2007-08-27
22.40999984741211,2007-08-28
22.989999771118164,2007-08-29
22.25,2007-08-30
22.65999984741211,2007-08-31
23.520000457763672,2007-09-04
22.950000762939453,2007-09-05
23.329999923706055,2007-09-06
22.600000381469727,2007-09-07
22.93000030517578,2007-09-10
23.760000228881836,2007-09-11
23.190000534057617,2007-09-12
23.809999465942383,2007-09-13
23.510000228881836,2007-09-14
23.84000015258789,2007-09-17
25.059999465942383,2007-09-18
21.290000915527344,2007-09-19
22.1299991607666,2007-09-20
21.799999237060547,2007-09-21
20.84000015258789,2007-09-24
20.290000915527344,2007-09-25
20.8700008392334,2007-09-26
20.579999923706055,2007-09-27
20.329999923706055,2007-09-28
20.440000534057617,2007-10-01
21.1299991607666,2007-10-02
21.6299991607666,2007-10-03
21.43000030517578,2007-10-04
22.06999969482422,2007-10-05
21.790000915527344,2007-10-08
21.899999618530273,2007-10-09
21.979999542236328,2007-10-10
21.829999923706055,2007-10-11
21.84000015258789,2007-10-12
21.530000686645508,2007-10-15
20.959999084472656,2007-10-16
21.420000076293945,2007-10-17
21.260000228881836,2007-10-18
20.34000015258789,2007-10-19
20.790000915527344,2007-10-22
21.1200008392334,2007-10-23
20.940000534057617,2007-10-24
20.510000228881836,2007-10-25
20.299999237060547,2007-10-26
20.389999389648438,2007-10-29
20.459999084472656,2007-10-30
20.8700008392334,2007-10-31
19.790000915527344,2007-11-01
19.670000076293945,2007-11-02
19.15999984741211,2007-11-05
19.84000015258789,2007-11-06
18.8799991607666,2007-11-07
19.459999084472656,2007-11-08
19.959999084472656,2007-11-09
20.170000076293945,2007-11-12
21.34000015258789,2007-11-13
21.469999313354492,2007-11-14
23.09000015258789,2007-11-15
22.18000030517578,2007-11-16
21.450000762939453,2007-11-19
20.950000762939453,2007-11-20
20.649999618530273,2007-11-21
20.649999618530273,2007-11-23
21.040000915527344,2007-11-26
21.260000228881836,2007-11-27
22.43000030517578,2007-11-28
22.3799991607666,2007-11-29
22.8700008392334,2007-11-30
22.889999389648438,2007-12-03
23.030000686645508,2007-12-04
22.200000762939453,2007-12-05
22.190000534057617,2007-12-06
22.25,2007-12-07
23.190000534057617,2007-12-10
22.43000030517578,2007-12-11
22.579999923706055,2007-12-12
22.0,2007-12-13
21.43000030517578,2007-12-14
21.229999542236328,2007-12-17
21.610000610351562,2007-12-18
20.09000015258789,2007-12-19
19.329999923706055,2007-12-20
19.049999237060547,2007-12-21
19.559999465942383,2007-12-24
19.149999618530273,2007-12-26
19.530000686645508,2007-12-27
19.59000015258789,2007-12-28
19.75,2007-12-31
20.06999969482422,2008-01-02
19.739999771118164,2008-01-03
19.540000915527344,2008-01-04
19.18000030517578,2008-01-07
19.020000457763672,2008-01-08
18.850000381469727,2008-01-09
19.15999984741211,2008-01-10
18.190000534057617,2008-01-11
17.790000915527344,2008-01-14
17.280000686645508,2008-01-15
17.040000915527344,2008-01-16
16.670000076293945,2008-01-17
16.6299991607666,2008-01-18
17.850000381469727,2008-01-22
20.0,2008-01-23
20.690000534057617,2008-01-24
20.8799991607666,2008-01-25
21.40999984741211,2008-01-28
21.799999237060547,2008-01-29
21.329999923706055,2008-01-30
22.110000610351562,2008-01-31
23.0,2008-02-01
22.6299991607666,2008-02-04
20.399999618530273,2008-02-05
20.309999465942383,2008-02-06
20.0,2008-02-07
19.899999618530273,2008-02-08
19.780000686645508,2008-02-11
19.290000915527344,2008-02-12
19.290000915527344,2008-02-13
18.850000381469727,2008-02-14
18.780000686645508,2008-02-15
18.850000381469727,2008-02-19
19.760000228881836,2008-02-20
19.329999923706055,2008-02-21
19.40999984741211,2008-02-22
20.309999465942383,2008-02-25
20.809999465942383,2008-02-26
20.020000457763672,2008-02-27
19.1200008392334,2008-02-28
18.360000610351562,2008-02-29
18.8799991607666,2008-03-03
18.530000686645508,2008-03-04
18.670000076293945,2008-03-05
18.530000686645508,2008-03-06
17.84000015258789,2008-03-07
17.43000030517578,2008-03-10
18.520000457763672,2008-03-11
18.610000610351562,2008-03-12
18.809999465942383,2008-03-13
19.149999618530273,2008-03-14
18.209999084472656,2008-03-17
20.5,2008-03-18
19.440000534057617,2008-03-19
20.549999237060547,2008-03-20
21.239999771118164,2008-03-24
21.440000534057617,2008-03-25
19.719999313354492,2008-03-26
19.190000534057617,2008-03-27
19.200000762939453,2008-03-28
19.420000076293945,2008-03-31
19.59000015258789,2008-04-01
20.059999465942383,2008-04-02
20.309999465942383,2008-04-03
20.360000610351562,2008-04-04
19.6299991607666,2008-04-07
19.399999618530273,2008-04-08
18.979999542236328,2008-04-09
18.8700008392334,2008-04-10
18.610000610351562,2008-04-11
18.670000076293945,2008-04-14
18.889999389648438,2008-04-15
20.309999465942383,2008-04-16
20.649999618530273,2008-04-17
21.15999984741211,2008-04-18
20.90999984741211,2008-04-21
20.15999984741211,2008-04-22
20.149999618530273,2008-04-23
20.600000381469727,2008-04-24
21.049999237060547,2008-04-25
21.149999618530273,2008-04-28
21.729999542236328,2008-04-29
20.75,2008-04-30
20.770000457763672,2008-05-01
21.309999465942383,2008-05-02
21.479999542236328,2008-05-05
21.06999969482422,2008-05-06
20.510000228881836,2008-05-07
20.75,2008-05-08
20.549999237060547,2008-05-09
20.65999984741211,2008-05-12
20.899999618530273,2008-05-13
20.940000534057617,2008-05-14
21.270000457763672,2008-05-15
21.190000534057617,2008-05-16
21.290000915527344,2008-05-19
21.459999084472656,2008-05-20
20.610000610351562,2008-05-21
20.030000686645508,2008-05-22
19.540000915527344,2008-05-23
19.719999313354492,2008-05-27
19.809999465942383,2008-05-28
19.829999923706055,2008-05-29
19.65999984741211,2008-05-30
19.6299991607666,2008-06-02
19.3700008392334,2008-06-03
19.239999771118164,2008-06-04
19.1200008392334,2008-06-05
18.579999923706055,2008-06-06
18.450000762939453,2008-06-09
18.239999771118164,2008-06-10
17.780000686645508,2008-06-11
17.549999237060547,2008-06-12
17.8799991607666,2008-06-13
18.229999542236328,2008-06-16
18.34000015258789,2008-06-17
16.34000015258789,2008-06-18
15.760000228881836,2008-06-19
15.520000457763672,2008-06-20
15.079999923706055,2008-06-23
15.010000228881836,2008-06-24
15.470000267028809,2008-06-25
14.930000305175781,2008-06-26
14.850000381469727,2008-06-27
14.1899995803833,2008-06-30
14.15999984741211,2008-07-01
13.470000267028809,2008-07-02
13.149999618530273,2008-07-03
13.079999923706055,2008-07-07
13.609999656677246,2008-07-08
13.5,2008-07-09
13.050000190734863,2008-07-10
11.979999542236328,2008-07-11
11.770000457763672,2008-07-14
11.760000228881836,2008-07-15
12.350000381469727,2008-07-16
13.899999618530273,2008-07-17
13.520000457763672,2008-07-18
12.979999542236328,2008-07-21
13.739999771118164,2008-07-22
14.15999984741211,2008-07-23
13.319999694824219,2008-07-24
13.619999885559082,2008-07-25
12.890000343322754,2008-07-28
13.640000343322754,2008-07-29
13.59000015258789,2008-07-30
13.399999618530273,2008-07-31
14.100000381469727,2008-08-01
14.289999961853027,2008-08-04
15.5,2008-08-05
14.869999885559082,2008-08-06
14.579999923706055,2008-08-07
14.899999618530273,2008-08-08
15.619999885559082,2008-08-11
15.029999732971191,2008-08-12
14.920000076293945,2008-08-13
15.0600004196167,2008-08-14
15.199999809265137,2008-08-15
15.15999984741211,2008-08-18
14.949999809265137,2008-08-19
14.899999618530273,2008-08-20
14.829999923706055,2008-08-21
15.109999656677246,2008-08-22
14.600000381469727,2008-08-25
14.960000038146973,2008-08-26
14.970000267028809,2008-08-27
15.0,2008-08-28
14.800000190734863,2008-08-29
15.300000190734863,2008-09-02
15.800000190734863,2008-09-03
15.869999885559082,2008-09-04
15.399999618530273,2008-09-05
16.5,2008-09-08
16.030000686645508,2008-09-09
15.729999542236328,2008-09-10
16.030000686645508,2008-09-11
15.65999984741211,2008-09-12
15.199999809265137,2008-09-15
15.329999923706055,2008-09-16
15.319999694824219,2008-09-17
15.1899995803833,2008-09-18
16.5,2008-09-19
15.1899995803833,2008-09-22
14.319999694824219,2008-09-23
