AZO,Date
28.610000610351562,2001-04-09
29.399999618530273,2001-04-10
29.950000762939453,2001-04-11
29.0,2001-04-12
28.700000762939453,2001-04-16
29.100000381469727,2001-04-17
29.940000534057617,2001-04-18
29.729999542236328,2001-04-19
29.579999923706055,2001-04-20
30.149999618530273,2001-04-23
29.510000228881836,2001-04-24
29.700000762939453,2001-04-25
30.059999465942383,2001-04-26
30.5,2001-04-27
31.34000015258789,2001-04-30
31.979999542236328,2001-05-01
31.6200008392334,2001-05-02
31.469999313354492,2001-05-03
31.0,2001-05-04
31.010000228881836,2001-05-07
31.239999771118164,2001-05-08
30.6200008392334,2001-05-09
30.950000762939453,2001-05-10
31.31999969482422,2001-05-11
31.81999969482422,2001-05-14
31.760000228881836,2001-05-15
31.8799991607666,2001-05-16
32.849998474121094,2001-05-17
32.540000915527344,2001-05-18
33.95000076293945,2001-05-21
33.220001220703125,2001-05-22
32.58000183105469,2001-05-23
33.0099983215332,2001-05-24
32.849998474121094,2001-05-25
33.060001373291016,2001-05-29
32.90999984741211,2001-05-30
33.06999969482422,2001-05-31
33.849998474121094,2001-06-01
33.61000061035156,2001-06-04
33.81999969482422,2001-06-05
33.810001373291016,2001-06-06
33.77000045776367,2001-06-07
33.54999923706055,2001-06-08
33.04999923706055,2001-06-11
33.84000015258789,2001-06-12
35.27000045776367,2001-06-13
36.66999816894531,2001-06-14
37.459999084472656,2001-06-15
38.849998474121094,2001-06-18
37.9900016784668,2001-06-19
38.75,2001-06-20
38.79999923706055,2001-06-21
38.06999969482422,2001-06-22
37.70000076293945,2001-06-25
38.0099983215332,2001-06-26
38.06999969482422,2001-06-27
38.7599983215332,2001-06-28
37.5,2001-06-29
38.65999984741211,2001-07-02
38.72999954223633,2001-07-03
38.099998474121094,2001-07-05
37.38999938964844,2001-07-06
37.75,2001-07-09
37.90999984741211,2001-07-10
42.11000061035156,2001-07-11
43.7599983215332,2001-07-12
43.47999954223633,2001-07-13
43.70000076293945,2001-07-16
47.0099983215332,2001-07-17
47.02000045776367,2001-07-18
48.0099983215332,2001-07-19
47.70000076293945,2001-07-20
46.75,2001-07-23
46.290000915527344,2001-07-24
47.40999984741211,2001-07-25
48.2599983215332,2001-07-26
48.16999816894531,2001-07-27
47.650001525878906,2001-07-30
47.33000183105469,2001-07-31
46.5,2001-08-01
46.20000076293945,2001-08-02
46.869998931884766,2001-08-03
46.369998931884766,2001-08-06
47.0,2001-08-07
45.630001068115234,2001-08-08
45.650001525878906,2001-08-09
45.529998779296875,2001-08-10
45.709999084472656,2001-08-13
45.79999923706055,2001-08-14
45.650001525878906,2001-08-15
46.75,2001-08-16
45.650001525878906,2001-08-17
45.08000183105469,2001-08-20
44.540000915527344,2001-08-21
43.599998474121094,2001-08-22
45.0,2001-08-23
47.5,2001-08-24
47.459999084472656,2001-08-27
46.20000076293945,2001-08-28
45.95000076293945,2001-08-29
45.18000030517578,2001-08-30
46.20000076293945,2001-08-31
46.9900016784668,2001-09-04
46.09000015258789,2001-09-05
44.36000061035156,2001-09-06
42.099998474121094,2001-09-07
41.5099983215332,2001-09-10
38.4900016784668,2001-09-17
42.5,2001-09-18
43.900001525878906,2001-09-19
43.369998931884766,2001-09-20
44.04999923706055,2001-09-21
47.040000915527344,2001-09-24
48.95000076293945,2001-09-25
49.619998931884766,2001-09-26
50.900001525878906,2001-09-27
51.86000061035156,2001-09-28
53.459999084472656,2001-10-01
53.4900016784668,2001-10-02
53.95000076293945,2001-10-03
52.27000045776367,2001-10-04
52.79999923706055,2001-10-05
54.279998779296875,2001-10-08
54.45000076293945,2001-10-09
55.0,2001-10-10
56.040000915527344,2001-10-11
55.75,2001-10-12
56.72999954223633,2001-10-15
58.060001373291016,2001-10-16
57.90999984741211,2001-10-17
58.38999938964844,2001-10-18
59.849998474121094,2001-10-19
58.11000061035156,2001-10-22
57.779998779296875,2001-10-23
57.43000030517578,2001-10-24
57.34000015258789,2001-10-25
57.27000045776367,2001-10-26
55.93000030517578,2001-10-29
54.47999954223633,2001-10-30
58.529998779296875,2001-10-31
59.150001525878906,2001-11-01
60.65999984741211,2001-11-02
62.18000030517578,2001-11-05
64.19999694824219,2001-11-06
64.36000061035156,2001-11-07
65.44999694824219,2001-11-08
64.48999786376953,2001-11-09
64.55999755859375,2001-11-12
66.87999725341797,2001-11-13
66.8499984741211,2001-11-14
66.5,2001-11-15
64.80000305175781,2001-11-16
66.5999984741211,2001-11-19
66.87999725341797,2001-11-20
65.75,2001-11-21
66.83000183105469,2001-11-23
66.9000015258789,2001-11-26
66.25,2001-11-27
65.76000213623047,2001-11-28
66.56999969482422,2001-11-29
67.30000305175781,2001-11-30
66.2699966430664,2001-12-03
66.58999633789062,2001-12-04
79.1500015258789,2001-12-05
76.9000015258789,2001-12-06
76.19999694824219,2001-12-07
73.9000015258789,2001-12-10
73.69999694824219,2001-12-11
73.19999694824219,2001-12-12
73.75,2001-12-13
73.5,2001-12-14
73.5,2001-12-17
73.9000015258789,2001-12-18
74.75,2001-12-19
74.5999984741211,2001-12-20
73.55000305175781,2001-12-21
74.33000183105469,2001-12-24
73.0,2001-12-26
73.02999877929688,2001-12-27
72.88999938964844,2001-12-28
71.80000305175781,2001-12-31
70.0,2002-01-02
65.44999694824219,2002-01-03
67.0,2002-01-04
66.13999938964844,2002-01-07
65.29000091552734,2002-01-08
64.19999694824219,2002-01-09
65.19999694824219,2002-01-10
64.86000061035156,2002-01-11
63.849998474121094,2002-01-14
65.13999938964844,2002-01-15
64.37999725341797,2002-01-16
63.9900016784668,2002-01-17
64.41999816894531,2002-01-18
64.88999938964844,2002-01-22
64.44999694824219,2002-01-23
63.7400016784668,2002-01-24
64.76000213623047,2002-01-25
64.79000091552734,2002-01-28
64.13999938964844,2002-01-29
66.94999694824219,2002-01-30
67.6500015258789,2002-01-31
67.11000061035156,2002-02-01
65.87999725341797,2002-02-04
65.0,2002-02-05
64.69999694824219,2002-02-06
65.0199966430664,2002-02-07
65.18000030517578,2002-02-08
66.48999786376953,2002-02-11
66.19000244140625,2002-02-12
66.72000122070312,2002-02-13
67.87000274658203,2002-02-14
67.12999725341797,2002-02-15
65.93000030517578,2002-02-19
68.0,2002-02-20
68.9000015258789,2002-02-21
70.01000213623047,2002-02-22
69.9000015258789,2002-02-25
69.5,2002-02-26
67.0,2002-02-27
66.36000061035156,2002-02-28
63.900001525878906,2002-03-01
64.05999755859375,2002-03-04
62.0,2002-03-05
64.18000030517578,2002-03-06
65.52999877929688,2002-03-07
64.5199966430664,2002-03-08
65.0,2002-03-11
66.80000305175781,2002-03-12
67.62000274658203,2002-03-13
67.69000244140625,2002-03-14
68.44999694824219,2002-03-15
69.2300033569336,2002-03-18
70.3499984741211,2002-03-19
70.76000213623047,2002-03-20
69.3499984741211,2002-03-21
68.5999984741211,2002-03-22
68.5199966430664,2002-03-25
67.73999786376953,2002-03-26
68.30000305175781,2002-03-27
68.8499984741211,2002-03-28
66.44000244140625,2002-04-01
64.62000274658203,2002-04-02
65.4800033569336,2002-04-03
66.69000244140625,2002-04-04
68.55999755859375,2002-04-05
70.12000274658203,2002-04-08
69.87999725341797,2002-04-09
70.4000015258789,2002-04-10
70.83000183105469,2002-04-11
70.16999816894531,2002-04-12
70.91000366210938,2002-04-15
72.01000213623047,2002-04-16
73.25,2002-04-17
75.33999633789062,2002-04-18
74.58000183105469,2002-04-19
74.73999786376953,2002-04-22
75.13999938964844,2002-04-23
75.87999725341797,2002-04-24
78.75,2002-04-25
78.5,2002-04-26
74.75,2002-04-29
76.0,2002-04-30
76.0999984741211,2002-05-01
76.19999694824219,2002-05-02
75.5,2002-05-03
75.9000015258789,2002-05-06
77.0,2002-05-07
77.31999969482422,2002-05-08
76.27999877929688,2002-05-09
75.55000305175781,2002-05-10
75.56999969482422,2002-05-13
75.0,2002-05-14
74.48999786376953,2002-05-15
73.80999755859375,2002-05-16
73.69999694824219,2002-05-17
75.5999984741211,2002-05-20
72.69999694824219,2002-05-21
76.66999816894531,2002-05-22
81.30000305175781,2002-05-23
82.52999877929688,2002-05-24
81.30999755859375,2002-05-28
80.6500015258789,2002-05-29
82.55999755859375,2002-05-30
81.8499984741211,2002-05-31
81.01000213623047,2002-06-03
78.86000061035156,2002-06-04
80.66999816894531,2002-06-05
81.70999908447266,2002-06-06
82.94999694824219,2002-06-07
82.5199966430664,2002-06-10
82.2699966430664,2002-06-11
82.04000091552734,2002-06-12
81.0,2002-06-13
80.58999633789062,2002-06-14
81.5999984741211,2002-06-17
80.83000183105469,2002-06-18
81.9000015258789,2002-06-19
81.77999877929688,2002-06-20
80.95999908447266,2002-06-21
81.3499984741211,2002-06-24
78.2300033569336,2002-06-25
78.9000015258789,2002-06-26
77.75,2002-06-27
77.30000305175781,2002-06-28
76.55000305175781,2002-07-01
74.19999694824219,2002-07-02
73.68000030517578,2002-07-03
77.0999984741211,2002-07-05
75.27999877929688,2002-07-08
73.6500015258789,2002-07-09
72.11000061035156,2002-07-10
69.69999694824219,2002-07-11
69.3499984741211,2002-07-12
67.83999633789062,2002-07-15
67.25,2002-07-16
67.19000244140625,2002-07-17
68.4000015258789,2002-07-18
64.87999725341797,2002-07-19
62.81999969482422,2002-07-22
61.72999954223633,2002-07-23
67.19000244140625,2002-07-24
67.56999969482422,2002-07-25
68.87000274658203,2002-07-26
73.79000091552734,2002-07-29
73.87000274658203,2002-07-30
73.75,2002-07-31
71.08999633789062,2002-08-01
67.95999908447266,2002-08-02
65.30000305175781,2002-08-05
67.66999816894531,2002-08-06
68.5,2002-08-07
66.4000015258789,2002-08-08
67.27999877929688,2002-08-09
65.25,2002-08-12
66.1500015258789,2002-08-13
69.25,2002-08-14
72.19999694824219,2002-08-15
71.55999755859375,2002-08-16
73.83999633789062,2002-08-19
73.55999755859375,2002-08-20
75.0999984741211,2002-08-21
74.68000030517578,2002-08-22
73.7699966430664,2002-08-23
73.80999755859375,2002-08-26
71.94000244140625,2002-08-27
71.01000213623047,2002-08-28
71.91000366210938,2002-08-29
72.3499984741211,2002-08-30
71.0,2002-09-03
70.16000366210938,2002-09-04
71.12000274658203,2002-09-05
73.29000091552734,2002-09-06
74.70999908447266,2002-09-09
75.55000305175781,2002-09-10
75.44999694824219,2002-09-11
73.08000183105469,2002-09-12
74.41999816894531,2002-09-13
75.25,2002-09-16
74.94000244140625,2002-09-17
74.25,2002-09-18
74.77999877929688,2002-09-19
75.8499984741211,2002-09-20
74.77999877929688,2002-09-23
73.05000305175781,2002-09-24
79.2699966430664,2002-09-25
80.8499984741211,2002-09-26
79.98999786376953,2002-09-27
78.86000061035156,2002-09-30
81.27999877929688,2002-10-01
81.4000015258789,2002-10-02
80.98999786376953,2002-10-03
81.2699966430664,2002-10-04
81.06999969482422,2002-10-07
80.19000244140625,2002-10-08
77.4800033569336,2002-10-09
79.37999725341797,2002-10-10
81.30000305175781,2002-10-11
82.44999694824219,2002-10-14
83.5,2002-10-15
82.62999725341797,2002-10-16
83.87999725341797,2002-10-17
85.79000091552734,2002-10-18
87.76000213623047,2002-10-21
86.69999694824219,2002-10-22
87.7699966430664,2002-10-23
85.02999877929688,2002-10-24
85.94999694824219,2002-10-25
83.11000061035156,2002-10-28
84.30000305175781,2002-10-29
84.0199966430664,2002-10-30
85.7699966430664,2002-10-31
87.9000015258789,2002-11-01
85.2699966430664,2002-11-04
86.43000030517578,2002-11-05
85.31999969482422,2002-11-06
83.80000305175781,2002-11-07
82.41000366210938,2002-11-08
81.52999877929688,2002-11-11
81.7699966430664,2002-11-12
84.08000183105469,2002-11-13
85.1500015258789,2002-11-14
85.0,2002-11-15
83.44999694824219,2002-11-18
83.37999725341797,2002-11-19
82.80000305175781,2002-11-20
84.44000244140625,2002-11-21
85.31999969482422,2002-11-22
83.08000183105469,2002-11-25
80.0999984741211,2002-11-26
83.47000122070312,2002-11-27
81.69999694824219,2002-11-29
80.05999755859375,2002-12-02
78.66999816894531,2002-12-03
79.52999877929688,2002-12-04
79.37000274658203,2002-12-05
79.95999908447266,2002-12-06
78.43000030517578,2002-12-09
80.31999969482422,2002-12-10
79.66000366210938,2002-12-11
73.55999755859375,2002-12-12
68.51000213623047,2002-12-13
70.7699966430664,2002-12-16
71.9000015258789,2002-12-17
71.6500015258789,2002-12-18
71.30000305175781,2002-12-19
70.55999755859375,2002-12-20
69.87000274658203,2002-12-23
69.87000274658203,2002-12-24
70.5999984741211,2002-12-26
70.1500015258789,2002-12-27
71.23999786376953,2002-12-30
70.6500015258789,2002-12-31
73.55000305175781,2003-01-02
72.9800033569336,2003-01-03
71.05999755859375,2003-01-06
69.68000030517578,2003-01-07
67.88999938964844,2003-01-08
68.95999908447266,2003-01-09
68.69999694824219,2003-01-10
66.44999694824219,2003-01-13
65.5,2003-01-14
64.3499984741211,2003-01-15
65.0999984741211,2003-01-16
66.1500015258789,2003-01-17
63.70000076293945,2003-01-21
61.099998474121094,2003-01-22
62.70000076293945,2003-01-23
60.83000183105469,2003-01-24
58.61000061035156,2003-01-27
60.75,2003-01-28
61.20000076293945,2003-01-29
64.36000061035156,2003-01-30
65.70999908447266,2003-01-31
66.08999633789062,2003-02-03
65.5,2003-02-04
65.58999633789062,2003-02-05
64.0,2003-02-06
64.1500015258789,2003-02-07
62.9900016784668,2003-02-10
64.30000305175781,2003-02-11
64.2300033569336,2003-02-12
63.79999923706055,2003-02-13
65.69999694824219,2003-02-14
66.66000366210938,2003-02-18
65.25,2003-02-19
66.25,2003-02-20
66.55999755859375,2003-02-21
64.5,2003-02-24
64.95999908447266,2003-02-25
64.86000061035156,2003-02-26
65.5,2003-02-27
65.80000305175781,2003-02-28
66.02999877929688,2003-03-03
63.0,2003-03-04
64.5,2003-03-05
64.05999755859375,2003-03-06
65.12999725341797,2003-03-07
64.25,2003-03-10
64.20999908447266,2003-03-11
64.5,2003-03-12
68.97000122070312,2003-03-13
69.97000122070312,2003-03-14
72.33999633789062,2003-03-17
71.19999694824219,2003-03-18
71.18000030517578,2003-03-19
71.13999938964844,2003-03-20
73.1500015258789,2003-03-21
70.37000274658203,2003-03-24
72.05000305175781,2003-03-25
72.0,2003-03-26
70.8499984741211,2003-03-27
69.81999969482422,2003-03-28
68.70999908447266,2003-03-31
69.5,2003-04-01
72.19999694824219,2003-04-02
75.41000366210938,2003-04-03
76.37999725341797,2003-04-04
76.61000061035156,2003-04-07
75.56999969482422,2003-04-08
74.04000091552734,2003-04-09
74.9000015258789,2003-04-10
75.23999786376953,2003-04-11
76.48999786376953,2003-04-14
77.79000091552734,2003-04-15
75.0999984741211,2003-04-16
76.98999786376953,2003-04-17
75.79000091552734,2003-04-21
78.5,2003-04-22
80.0,2003-04-23
79.30999755859375,2003-04-24
78.12999725341797,2003-04-25
79.31999969482422,2003-04-28
80.33999633789062,2003-04-29
80.80999755859375,2003-04-30
80.95999908447266,2003-05-01
82.47000122070312,2003-05-02
83.5999984741211,2003-05-05
85.62999725341797,2003-05-06
84.98999786376953,2003-05-07
85.0999984741211,2003-05-08
86.8499984741211,2003-05-09
87.41000366210938,2003-05-12
86.5999984741211,2003-05-13
84.9800033569336,2003-05-14
85.55000305175781,2003-05-15
84.0,2003-05-16
83.01000213623047,2003-05-19
83.1500015258789,2003-05-20
84.20999908447266,2003-05-21
85.5999984741211,2003-05-22
84.91999816894531,2003-05-23
87.41000366210938,2003-05-27
83.73999786376953,2003-05-28
83.44999694824219,2003-05-29
83.68000030517578,2003-05-30
82.29000091552734,2003-06-02
81.87000274658203,2003-06-03
82.4000015258789,2003-06-04
83.62999725341797,2003-06-05
81.87000274658203,2003-06-06
80.13999938964844,2003-06-09
81.04000091552734,2003-06-10
81.05000305175781,2003-06-11
81.69000244140625,2003-06-12
79.08000183105469,2003-06-13
77.80000305175781,2003-06-16
79.1500015258789,2003-06-17
76.44999694824219,2003-06-18
76.83000183105469,2003-06-19
76.6500015258789,2003-06-20
76.95999908447266,2003-06-23
76.06999969482422,2003-06-24
75.58999633789062,2003-06-25
75.44999694824219,2003-06-26
77.02999877929688,2003-06-27
75.97000122070312,2003-06-30
75.38999938964844,2003-07-01
75.62999725341797,2003-07-02
75.9800033569336,2003-07-03
76.83000183105469,2003-07-07
79.27999877929688,2003-07-08
78.27999877929688,2003-07-09
76.26000213623047,2003-07-10
77.33000183105469,2003-07-11
78.86000061035156,2003-07-14
79.44999694824219,2003-07-15
78.37000274658203,2003-07-16
78.93000030517578,2003-07-17
79.41999816894531,2003-07-18
77.63999938964844,2003-07-21
77.75,2003-07-22
78.83999633789062,2003-07-23
78.7699966430664,2003-07-24
80.16999816894531,2003-07-25
82.97000122070312,2003-07-28
83.75,2003-07-29
83.58000183105469,2003-07-30
83.26000213623047,2003-07-31
82.6500015258789,2003-08-01
82.13999938964844,2003-08-04
80.02999877929688,2003-08-05
80.58000183105469,2003-08-06
80.62999725341797,2003-08-07
82.91000366210938,2003-08-08
82.87999725341797,2003-08-11
83.87999725341797,2003-08-12
85.69999694824219,2003-08-13
86.44999694824219,2003-08-14
86.83000183105469,2003-08-15
87.05000305175781,2003-08-18
87.6500015258789,2003-08-19
88.61000061035156,2003-08-20
90.55000305175781,2003-08-21
89.76000213623047,2003-08-22
90.5,2003-08-25
89.33000183105469,2003-08-26
90.06999969482422,2003-08-27
89.87000274658203,2003-08-28
91.80000305175781,2003-08-29
91.63999938964844,2003-09-02
89.80000305175781,2003-09-03
89.18000030517578,2003-09-04
88.73999786376953,2003-09-05
89.79000091552734,2003-09-08
86.02999877929688,2003-09-09
87.5,2003-09-10
87.33000183105469,2003-09-11
87.87000274658203,2003-09-12
87.29000091552734,2003-09-15
87.5,2003-09-16
87.5999984741211,2003-09-17
88.80999755859375,2003-09-18
89.69000244140625,2003-09-19
89.7300033569336,2003-09-22
94.08999633789062,2003-09-23
94.51000213623047,2003-09-24
92.05999755859375,2003-09-25
91.0999984741211,2003-09-26
91.5999984741211,2003-09-29
89.52999877929688,2003-09-30
92.68000030517578,2003-10-01
92.62999725341797,2003-10-02
93.06999969482422,2003-10-03
93.55000305175781,2003-10-06
93.6500015258789,2003-10-07
92.48999786376953,2003-10-08
92.76000213623047,2003-10-09
92.6500015258789,2003-10-10
93.0199966430664,2003-10-13
94.41999816894531,2003-10-14
93.56999969482422,2003-10-15
93.94000244140625,2003-10-16
93.05999755859375,2003-10-17
93.87999725341797,2003-10-20
94.69000244140625,2003-10-21
94.2300033569336,2003-10-22
95.58000183105469,2003-10-23
95.44999694824219,2003-10-24
97.97000122070312,2003-10-27
100.33999633789062,2003-10-28
101.6500015258789,2003-10-29
103.52999877929688,2003-10-30
96.0999984741211,2003-10-31
96.5999984741211,2003-11-03
97.30999755859375,2003-11-04
96.62999725341797,2003-11-05
96.12000274658203,2003-11-06
93.30000305175781,2003-11-07
90.55000305175781,2003-11-10
92.9000015258789,2003-11-11
93.62999725341797,2003-11-12
93.13999938964844,2003-11-13
91.5199966430664,2003-11-14
90.87999725341797,2003-11-17
91.0999984741211,2003-11-18
90.9000015258789,2003-11-19
91.36000061035156,2003-11-20
92.94999694824219,2003-11-21
95.31999969482422,2003-11-24
96.0,2003-11-25
95.94999694824219,2003-11-26
95.66000366210938,2003-11-28
97.76000213623047,2003-12-01
96.1500015258789,2003-12-02
94.25,2003-12-03
93.0,2003-12-04
91.62999725341797,2003-12-05
92.33000183105469,2003-12-08
91.33999633789062,2003-12-09
80.25,2003-12-10
81.0999984741211,2003-12-11
82.16000366210938,2003-12-12
81.4800033569336,2003-12-15
80.87999725341797,2003-12-16
81.5999984741211,2003-12-17
82.33000183105469,2003-12-18
82.70999908447266,2003-12-19
82.83999633789062,2003-12-22
83.11000061035156,2003-12-23
83.62000274658203,2003-12-24
83.69999694824219,2003-12-26
84.5,2003-12-29
84.70999908447266,2003-12-30
85.20999908447266,2003-12-31
84.18000030517578,2004-01-02
83.19999694824219,2004-01-05
84.93000030517578,2004-01-06
84.5999984741211,2004-01-07
84.41000366210938,2004-01-08
83.86000061035156,2004-01-09
83.9000015258789,2004-01-12
85.62000274658203,2004-01-13
85.0,2004-01-14
85.55000305175781,2004-01-15
84.66999816894531,2004-01-16
84.2300033569336,2004-01-20
86.05000305175781,2004-01-21
86.4800033569336,2004-01-22
85.73999786376953,2004-01-23
85.51000213623047,2004-01-26
85.9000015258789,2004-01-27
84.0,2004-01-28
84.7300033569336,2004-01-29
84.31999969482422,2004-01-30
84.5999984741211,2004-02-02
85.30999755859375,2004-02-03
86.25,2004-02-04
86.69000244140625,2004-02-05
88.62000274658203,2004-02-06
89.80000305175781,2004-02-09
89.66000366210938,2004-02-10
91.25,2004-02-11
90.38999938964844,2004-02-12
88.83999633789062,2004-02-13
89.1500015258789,2004-02-17
89.3499984741211,2004-02-18
88.95999908447266,2004-02-19
90.30000305175781,2004-02-20
90.33000183105469,2004-02-23
88.79000091552734,2004-02-24
90.18000030517578,2004-02-25
90.55000305175781,2004-02-26
89.69999694824219,2004-02-27
89.68000030517578,2004-03-01
88.4000015258789,2004-03-02
83.63999938964844,2004-03-03
83.68000030517578,2004-03-04
85.01000213623047,2004-03-05
85.31999969482422,2004-03-08
85.69999694824219,2004-03-09
84.45999908447266,2004-03-10
82.75,2004-03-11
83.0199966430664,2004-03-12
82.5,2004-03-15
83.56999969482422,2004-03-16
83.69999694824219,2004-03-17
84.44999694824219,2004-03-18
83.68000030517578,2004-03-19
84.55999755859375,2004-03-22
84.93000030517578,2004-03-23
84.38999938964844,2004-03-24
85.69999694824219,2004-03-25
85.5199966430664,2004-03-26
85.44999694824219,2004-03-29
85.87000274658203,2004-03-30
85.97000122070312,2004-03-31
86.70999908447266,2004-04-01
85.5999984741211,2004-04-02
86.26000213623047,2004-04-05
85.5999984741211,2004-04-06
84.9000015258789,2004-04-07
84.25,2004-04-08
83.41000366210938,2004-04-12
81.69999694824219,2004-04-13
81.48999786376953,2004-04-14
83.0199966430664,2004-04-15
83.26000213623047,2004-04-16
82.62999725341797,2004-04-19
86.08999633789062,2004-04-20
84.66999816894531,2004-04-21
87.0999984741211,2004-04-22
85.94999694824219,2004-04-23
85.8499984741211,2004-04-26
86.75,2004-04-27
88.01000213623047,2004-04-28
87.66000366210938,2004-04-29
87.56999969482422,2004-04-30
88.33000183105469,2004-05-03
86.05000305175781,2004-05-04
86.47000122070312,2004-05-05
85.04000091552734,2004-05-06
83.5,2004-05-07
83.51000213623047,2004-05-10
84.25,2004-05-11
84.79000091552734,2004-05-12
84.30000305175781,2004-05-13
84.25,2004-05-14
83.05999755859375,2004-05-17
84.05000305175781,2004-05-18
83.69999694824219,2004-05-19
82.72000122070312,2004-05-20
82.63999938964844,2004-05-21
84.30000305175781,2004-05-24
83.37999725341797,2004-05-25
83.79000091552734,2004-05-26
84.69000244140625,2004-05-27
86.75,2004-05-28
87.44000244140625,2004-06-01
87.02999877929688,2004-06-02
87.81999969482422,2004-06-03
87.52999877929688,2004-06-04
88.6500015258789,2004-06-07
88.94999694824219,2004-06-08
89.19999694824219,2004-06-09
89.18000030517578,2004-06-10
89.37999725341797,2004-06-14
88.76000213623047,2004-06-15
88.70999908447266,2004-06-16
87.8499984741211,2004-06-17
88.76000213623047,2004-06-18
88.52999877929688,2004-06-21
88.48999786376953,2004-06-22
88.80000305175781,2004-06-23
89.31999969482422,2004-06-24
89.80000305175781,2004-06-25
89.5999984741211,2004-06-28
88.22000122070312,2004-06-29
80.0999984741211,2004-06-30
80.0,2004-07-01
78.80000305175781,2004-07-02
79.08999633789062,2004-07-06
78.93000030517578,2004-07-07
77.80999755859375,2004-07-08
78.27999877929688,2004-07-09
78.08999633789062,2004-07-12
77.68000030517578,2004-07-13
77.5,2004-07-14
76.72000122070312,2004-07-15
75.3499984741211,2004-07-16
75.08000183105469,2004-07-19
77.05000305175781,2004-07-20
76.55000305175781,2004-07-21
75.87000274658203,2004-07-22
76.37000274658203,2004-07-23
75.95999908447266,2004-07-26
77.25,2004-07-27
76.22000122070312,2004-07-28
76.70999908447266,2004-07-29
77.19999694824219,2004-07-30
77.55000305175781,2004-08-02
75.26000213623047,2004-08-03
74.5999984741211,2004-08-04
72.25,2004-08-05
73.80999755859375,2004-08-06
74.16999816894531,2004-08-09
75.38999938964844,2004-08-10
75.76000213623047,2004-08-11
73.5999984741211,2004-08-12
74.1500015258789,2004-08-13
77.0999984741211,2004-08-16
77.8499984741211,2004-08-17
77.0,2004-08-18
77.05999755859375,2004-08-19
77.7300033569336,2004-08-20
76.08000183105469,2004-08-23
75.44999694824219,2004-08-24
75.29000091552734,2004-08-25
75.94000244140625,2004-08-26
75.36000061035156,2004-08-27
74.7300033569336,2004-08-30
74.05999755859375,2004-08-31
73.76000213623047,2004-09-01
75.4000015258789,2004-09-02
75.69000244140625,2004-09-03
75.51000213623047,2004-09-07
76.5999984741211,2004-09-08
74.94000244140625,2004-09-09
75.4800033569336,2004-09-10
76.4000015258789,2004-09-13
77.02999877929688,2004-09-14
75.93000030517578,2004-09-15
76.1500015258789,2004-09-16
76.05000305175781,2004-09-17
75.51000213623047,2004-09-20
75.5999984741211,2004-09-21
74.76000213623047,2004-09-22
74.7300033569336,2004-09-23
75.7300033569336,2004-09-24
75.63999938964844,2004-09-27
75.9000015258789,2004-09-28
75.80999755859375,2004-09-29
77.25,2004-09-30
77.05000305175781,2004-10-01
77.04000091552734,2004-10-04
77.25,2004-10-05
77.25,2004-10-06
76.80000305175781,2004-10-07
77.0999984741211,2004-10-08
77.0,2004-10-11
77.41000366210938,2004-10-12
76.63999938964844,2004-10-13
76.3499984741211,2004-10-14
78.2699966430664,2004-10-15
79.5,2004-10-18
78.91000366210938,2004-10-19
80.58999633789062,2004-10-20
80.61000061035156,2004-10-21
80.0,2004-10-22
80.0999984741211,2004-10-25
81.51000213623047,2004-10-26
82.08999633789062,2004-10-27
81.69000244140625,2004-10-28
81.80999755859375,2004-10-29
81.86000061035156,2004-11-01
81.80000305175781,2004-11-02
83.41999816894531,2004-11-03
84.72000122070312,2004-11-04
85.83000183105469,2004-11-05
85.33999633789062,2004-11-08
84.27999877929688,2004-11-09
84.68000030517578,2004-11-10
84.72000122070312,2004-11-11
85.12999725341797,2004-11-12
86.45999908447266,2004-11-15
85.72000122070312,2004-11-16
87.20999908447266,2004-11-17
87.0999984741211,2004-11-18
86.30000305175781,2004-11-19
86.5999984741211,2004-11-22
86.54000091552734,2004-11-23
86.44999694824219,2004-11-24
86.9000015258789,2004-11-26
85.75,2004-11-29
85.5999984741211,2004-11-30
87.05000305175781,2004-12-01
87.97000122070312,2004-12-02
86.13999938964844,2004-12-03
85.02999877929688,2004-12-06
84.66999816894531,2004-12-07
84.87000274658203,2004-12-08
88.0999984741211,2004-12-09
88.73999786376953,2004-12-10
87.27999877929688,2004-12-13
88.5,2004-12-14
88.37000274658203,2004-12-15
88.68000030517578,2004-12-16
89.25,2004-12-17
88.80999755859375,2004-12-20
89.5999984741211,2004-12-21
91.08999633789062,2004-12-22
90.12999725341797,2004-12-23
89.27999877929688,2004-12-27
89.81999969482422,2004-12-28
90.4000015258789,2004-12-29
90.69000244140625,2004-12-30
91.30999755859375,2004-12-31
90.75,2005-01-03
89.69999694824219,2005-01-04
90.29000091552734,2005-01-05
89.55000305175781,2005-01-06
89.7300033569336,2005-01-07
90.73999786376953,2005-01-10
90.41000366210938,2005-01-11
90.41000366210938,2005-01-12
90.41000366210938,2005-01-13
90.69000244140625,2005-01-14
91.25,2005-01-18
91.16999816894531,2005-01-19
90.2699966430664,2005-01-20
90.02999877929688,2005-01-21
89.05000305175781,2005-01-24
89.62000274658203,2005-01-25
89.93000030517578,2005-01-26
89.69999694824219,2005-01-27
88.55000305175781,2005-01-28
89.25,2005-01-31
89.75,2005-02-01
91.5999984741211,2005-02-02
93.3499984741211,2005-02-03
95.94999694824219,2005-02-04
