ANSS,Date
54.0,2011-04-26
54.939998626708984,2011-04-27
54.560001373291016,2011-04-28
55.290000915527344,2011-04-29
54.66999816894531,2011-05-02
54.72999954223633,2011-05-03
54.189998626708984,2011-05-04
53.63999938964844,2011-05-05
53.83000183105469,2011-05-06
54.25,2011-05-09
54.869998931884766,2011-05-10
54.040000915527344,2011-05-11
55.470001220703125,2011-05-12
55.529998779296875,2011-05-13
55.29999923706055,2011-05-16
55.150001525878906,2011-05-17
56.06999969482422,2011-05-18
57.209999084472656,2011-05-19
57.0099983215332,2011-05-20
55.66999816894531,2011-05-23
55.97999954223633,2011-05-24
56.52000045776367,2011-05-25
57.06999969482422,2011-05-26
57.060001373291016,2011-05-27
57.369998931884766,2011-05-31
55.560001373291016,2011-06-01
55.86000061035156,2011-06-02
54.689998626708984,2011-06-03
53.84000015258789,2011-06-06
53.47999954223633,2011-06-07
52.540000915527344,2011-06-08
52.08000183105469,2011-06-09
52.0099983215332,2011-06-10
52.58000183105469,2011-06-13
53.31999969482422,2011-06-14
52.84000015258789,2011-06-15
52.720001220703125,2011-06-16
52.9900016784668,2011-06-17
52.97999954223633,2011-06-20
54.560001373291016,2011-06-21
53.7599983215332,2011-06-22
54.029998779296875,2011-06-23
53.04999923706055,2011-06-24
53.54999923706055,2011-06-27
54.439998626708984,2011-06-28
54.97999954223633,2011-06-29
54.66999816894531,2011-06-30
55.540000915527344,2011-07-01
55.43000030517578,2011-07-05
56.41999816894531,2011-07-06
56.7599983215332,2011-07-07
56.52000045776367,2011-07-08
55.45000076293945,2011-07-11
54.72999954223633,2011-07-12
54.41999816894531,2011-07-13
53.380001068115234,2011-07-14
53.81999969482422,2011-07-15
52.560001373291016,2011-07-18
53.7400016784668,2011-07-19
52.54999923706055,2011-07-20
52.869998931884766,2011-07-21
53.130001068115234,2011-07-22
52.470001220703125,2011-07-25
52.79999923706055,2011-07-26
51.439998626708984,2011-07-27
50.9900016784668,2011-07-28
50.599998474121094,2011-07-29
50.29999923706055,2011-08-01
49.11000061035156,2011-08-02
49.939998626708984,2011-08-03
51.040000915527344,2011-08-04
49.47999954223633,2011-08-05
46.029998779296875,2011-08-08
49.36000061035156,2011-08-09
47.36000061035156,2011-08-10
49.650001525878906,2011-08-11
50.52000045776367,2011-08-12
51.52000045776367,2011-08-15
50.939998626708984,2011-08-16
49.91999816894531,2011-08-17
47.2599983215332,2011-08-18
45.97999954223633,2011-08-19
46.189998626708984,2011-08-22
48.16999816894531,2011-08-23
48.45000076293945,2011-08-24
47.84000015258789,2011-08-25
48.88999938964844,2011-08-26
51.47999954223633,2011-08-29
52.630001068115234,2011-08-30
53.97999954223633,2011-08-31
53.0099983215332,2011-09-01
51.209999084472656,2011-09-02
51.33000183105469,2011-09-06
53.0,2011-09-07
51.810001373291016,2011-09-08
50.4900016784668,2011-09-09
51.209999084472656,2011-09-12
51.47999954223633,2011-09-13
53.06999969482422,2011-09-14
53.970001220703125,2011-09-15
54.04999923706055,2011-09-16
53.72999954223633,2011-09-19
52.459999084472656,2011-09-20
51.04999923706055,2011-09-21
49.310001373291016,2011-09-22
49.81999969482422,2011-09-23
50.83000183105469,2011-09-26
52.189998626708984,2011-09-27
50.54999923706055,2011-09-28
50.95000076293945,2011-09-29
49.040000915527344,2011-09-30
46.52000045776367,2011-10-03
47.599998474121094,2011-10-04
48.650001525878906,2011-10-05
48.630001068115234,2011-10-06
47.97999954223633,2011-10-07
49.13999938964844,2011-10-10
49.779998779296875,2011-10-11
50.52000045776367,2011-10-12
50.869998931884766,2011-10-13
51.900001525878906,2011-10-14
50.560001373291016,2011-10-17
51.56999969482422,2011-10-18
50.5099983215332,2011-10-19
50.650001525878906,2011-10-20
50.959999084472656,2011-10-21
51.75,2011-10-24
51.33000183105469,2011-10-25
51.650001525878906,2011-10-26
55.060001373291016,2011-10-27
54.93000030517578,2011-10-28
54.36000061035156,2011-10-31
52.939998626708984,2011-11-01
54.310001373291016,2011-11-02
57.970001220703125,2011-11-03
57.939998626708984,2011-11-04
59.880001068115234,2011-11-07
59.599998474121094,2011-11-08
56.93000030517578,2011-11-09
57.70000076293945,2011-11-10
58.81999969482422,2011-11-11
58.66999816894531,2011-11-14
59.150001525878906,2011-11-15
58.939998626708984,2011-11-16
58.25,2011-11-17
58.709999084472656,2011-11-18
58.61000061035156,2011-11-21
57.849998474121094,2011-11-22
56.849998474121094,2011-11-23
56.93000030517578,2011-11-25
58.36000061035156,2011-11-28
58.88999938964844,2011-11-29
61.970001220703125,2011-11-30
61.459999084472656,2011-12-01
60.33000183105469,2011-12-02
61.40999984741211,2011-12-05
61.47999954223633,2011-12-06
61.290000915527344,2011-12-07
60.209999084472656,2011-12-08
61.97999954223633,2011-12-09
60.5099983215332,2011-12-12
59.400001525878906,2011-12-13
58.130001068115234,2011-12-14
58.900001525878906,2011-12-15
59.5099983215332,2011-12-16
58.0099983215332,2011-12-19
59.529998779296875,2011-12-20
57.38999938964844,2011-12-21
57.34000015258789,2011-12-22
57.95000076293945,2011-12-23
57.849998474121094,2011-12-27
56.61000061035156,2011-12-28
57.2400016784668,2011-12-29
57.279998779296875,2011-12-30
57.38999938964844,2012-01-03
56.400001525878906,2012-01-04
57.29999923706055,2012-01-05
56.939998626708984,2012-01-06
56.68000030517578,2012-01-09
56.72999954223633,2012-01-10
56.83000183105469,2012-01-11
57.439998626708984,2012-01-12
57.349998474121094,2012-01-13
57.22999954223633,2012-01-17
58.880001068115234,2012-01-18
60.560001373291016,2012-01-19
60.810001373291016,2012-01-20
60.56999969482422,2012-01-23
61.34000015258789,2012-01-24
61.2599983215332,2012-01-25
61.5099983215332,2012-01-26
61.459999084472656,2012-01-27
60.459999084472656,2012-01-30
60.4900016784668,2012-01-31
63.0,2012-02-01
62.880001068115234,2012-02-02
63.75,2012-02-03
63.47999954223633,2012-02-06
63.7599983215332,2012-02-07
63.61000061035156,2012-02-08
64.2699966430664,2012-02-09
63.650001525878906,2012-02-10
64.19999694824219,2012-02-13
64.30999755859375,2012-02-14
64.05000305175781,2012-02-15
65.0999984741211,2012-02-16
64.88999938964844,2012-02-17
64.98999786376953,2012-02-21
66.01000213623047,2012-02-22
63.08000183105469,2012-02-23
63.83000183105469,2012-02-24
63.66999816894531,2012-02-27
63.97999954223633,2012-02-28
63.18000030517578,2012-02-29
63.619998931884766,2012-03-01
63.56999969482422,2012-03-02
63.279998779296875,2012-03-05
61.619998931884766,2012-03-06
62.34000015258789,2012-03-07
62.66999816894531,2012-03-08
63.41999816894531,2012-03-09
63.209999084472656,2012-03-12
64.7699966430664,2012-03-13
64.69999694824219,2012-03-14
65.5199966430664,2012-03-15
65.55000305175781,2012-03-16
65.41000366210938,2012-03-19
64.66000366210938,2012-03-20
65.13999938964844,2012-03-21
64.83000183105469,2012-03-22
64.83000183105469,2012-03-23
66.02999877929688,2012-03-26
66.12999725341797,2012-03-27
65.30000305175781,2012-03-28
65.20999908447266,2012-03-29
65.0199966430664,2012-03-30
65.75,2012-04-02
66.26000213623047,2012-04-03
64.41000366210938,2012-04-04
64.27999877929688,2012-04-05
63.56999969482422,2012-04-09
62.2400016784668,2012-04-10
62.88999938964844,2012-04-11
63.540000915527344,2012-04-12
64.26000213623047,2012-04-13
64.1500015258789,2012-04-16
65.08000183105469,2012-04-17
66.08000183105469,2012-04-18
66.0999984741211,2012-04-19
66.12000274658203,2012-04-20
65.0,2012-04-23
63.970001220703125,2012-04-24
65.62000274658203,2012-04-25
67.0,2012-04-26
67.33000183105469,2012-04-27
67.06999969482422,2012-04-30
67.94999694824219,2012-05-01
68.54000091552734,2012-05-02
62.220001220703125,2012-05-03
62.40999984741211,2012-05-04
61.90999984741211,2012-05-07
61.15999984741211,2012-05-08
61.5099983215332,2012-05-09
60.93000030517578,2012-05-10
61.790000915527344,2012-05-11
62.5,2012-05-14
61.68000030517578,2012-05-15
62.36000061035156,2012-05-16
61.11000061035156,2012-05-17
59.79999923706055,2012-05-18
61.0,2012-05-21
61.75,2012-05-22
62.119998931884766,2012-05-23
61.689998626708984,2012-05-24
62.09000015258789,2012-05-25
63.060001373291016,2012-05-29
61.650001525878906,2012-05-30
61.880001068115234,2012-05-31
59.93000030517578,2012-06-01
61.79999923706055,2012-06-04
62.939998626708984,2012-06-05
65.0999984741211,2012-06-06
64.44999694824219,2012-06-07
64.58999633789062,2012-06-08
63.029998779296875,2012-06-11
63.58000183105469,2012-06-12
62.95000076293945,2012-06-13
62.529998779296875,2012-06-14
64.19000244140625,2012-06-15
65.51000213623047,2012-06-18
66.08999633789062,2012-06-19
65.38999938964844,2012-06-20
63.060001373291016,2012-06-21
63.61000061035156,2012-06-22
62.16999816894531,2012-06-25
62.470001220703125,2012-06-26
62.619998931884766,2012-06-27
60.970001220703125,2012-06-28
63.11000061035156,2012-06-29
63.16999816894531,2012-07-02
64.22000122070312,2012-07-03
64.47000122070312,2012-07-05
60.31999969482422,2012-07-06
58.220001220703125,2012-07-09
57.31999969482422,2012-07-10
56.220001220703125,2012-07-11
56.619998931884766,2012-07-12
57.2400016784668,2012-07-13
56.5099983215332,2012-07-16
56.189998626708984,2012-07-17
56.779998779296875,2012-07-18
58.150001525878906,2012-07-19
57.41999816894531,2012-07-20
57.25,2012-07-23
57.29999923706055,2012-07-24
57.720001220703125,2012-07-25
59.27000045776367,2012-07-26
60.349998474121094,2012-07-27
60.560001373291016,2012-07-30
59.959999084472656,2012-07-31
59.91999816894531,2012-08-01
66.55999755859375,2012-08-02
67.70999908447266,2012-08-03
67.54000091552734,2012-08-06
67.22000122070312,2012-08-07
66.43000030517578,2012-08-08
66.87999725341797,2012-08-09
66.80000305175781,2012-08-10
66.08000183105469,2012-08-13
65.72000122070312,2012-08-14
65.69999694824219,2012-08-15
66.36000061035156,2012-08-16
66.16000366210938,2012-08-17
65.87999725341797,2012-08-20
67.20999908447266,2012-08-21
67.51000213623047,2012-08-22
68.04000091552734,2012-08-23
67.51000213623047,2012-08-24
67.94999694824219,2012-08-27
69.48999786376953,2012-08-28
69.70999908447266,2012-08-29
69.45999908447266,2012-08-30
69.69999694824219,2012-08-31
70.7699966430664,2012-09-04
71.01000213623047,2012-09-05
72.45999908447266,2012-09-06
71.88999938964844,2012-09-07
72.56999969482422,2012-09-10
71.94000244140625,2012-09-11
72.37000274658203,2012-09-12
72.38999938964844,2012-09-13
73.02999877929688,2012-09-14
73.37000274658203,2012-09-17
73.29000091552734,2012-09-18
73.37999725341797,2012-09-19
73.83999633789062,2012-09-20
73.3499984741211,2012-09-21
73.37999725341797,2012-09-24
72.33999633789062,2012-09-25
71.86000061035156,2012-09-26
72.87999725341797,2012-09-27
73.4000015258789,2012-09-28
72.0999984741211,2012-10-01
72.0999984741211,2012-10-02
72.02999877929688,2012-10-03
72.33999633789062,2012-10-04
71.94000244140625,2012-10-05
71.02999877929688,2012-10-08
69.62000274658203,2012-10-09
69.18000030517578,2012-10-10
69.12999725341797,2012-10-11
69.55000305175781,2012-10-12
70.30999755859375,2012-10-15
71.33000183105469,2012-10-16
71.4800033569336,2012-10-17
70.75,2012-10-18
68.8499984741211,2012-10-19
68.4000015258789,2012-10-22
69.06999969482422,2012-10-23
69.36000061035156,2012-10-24
69.04000091552734,2012-10-25
68.98999786376953,2012-10-26
70.25,2012-10-31
67.48999786376953,2012-11-01
67.7300033569336,2012-11-02
68.62000274658203,2012-11-05
69.80000305175781,2012-11-06
68.22000122070312,2012-11-07
67.4800033569336,2012-11-08
67.55999755859375,2012-11-09
67.62000274658203,2012-11-12
68.19000244140625,2012-11-13
67.44000244140625,2012-11-14
67.25,2012-11-15
67.29000091552734,2012-11-16
67.79000091552734,2012-11-19
67.29000091552734,2012-11-20
66.94999694824219,2012-11-21
67.22000122070312,2012-11-23
66.88999938964844,2012-11-26
65.81999969482422,2012-11-27
65.70999908447266,2012-11-28
66.26000213623047,2012-11-29
66.33000183105469,2012-11-30
65.91000366210938,2012-12-03
65.9800033569336,2012-12-04
66.0199966430664,2012-12-05
66.26000213623047,2012-12-06
66.29000091552734,2012-12-07
66.4000015258789,2012-12-10
67.95999908447266,2012-12-11
67.94000244140625,2012-12-12
66.70999908447266,2012-12-13
67.12000274658203,2012-12-14
67.98999786376953,2012-12-17
69.2699966430664,2012-12-18
68.58000183105469,2012-12-19
68.86000061035156,2012-12-20
68.69000244140625,2012-12-21
68.94000244140625,2012-12-24
67.7699966430664,2012-12-26
67.62000274658203,2012-12-27
67.0,2012-12-28
67.33999633789062,2012-12-31
70.05000305175781,2013-01-02
69.7699966430664,2013-01-03
70.5,2013-01-04
70.48999786376953,2013-01-07
71.08000183105469,2013-01-08
72.12999725341797,2013-01-09
72.26000213623047,2013-01-10
72.83000183105469,2013-01-11
72.95999908447266,2013-01-14
73.05999755859375,2013-01-15
72.63999938964844,2013-01-16
73.55999755859375,2013-01-17
73.08000183105469,2013-01-18
72.70999908447266,2013-01-22
72.62000274658203,2013-01-23
72.73999786376953,2013-01-24
73.5199966430664,2013-01-25
73.94000244140625,2013-01-28
74.12000274658203,2013-01-29
73.7300033569336,2013-01-30
73.5999984741211,2013-01-31
74.41999816894531,2013-02-01
73.98999786376953,2013-02-04
74.62999725341797,2013-02-05
74.2699966430664,2013-02-06
74.58999633789062,2013-02-07
74.69000244140625,2013-02-08
74.70999908447266,2013-02-11
75.73999786376953,2013-02-12
75.88999938964844,2013-02-13
75.51000213623047,2013-02-14
75.62000274658203,2013-02-15
76.27999877929688,2013-02-19
76.08999633789062,2013-02-20
75.69000244140625,2013-02-21
76.37999725341797,2013-02-22
75.47000122070312,2013-02-25
74.52999877929688,2013-02-26
75.16000366210938,2013-02-27
75.80000305175781,2013-02-28
76.68000030517578,2013-03-01
77.2300033569336,2013-03-04
78.47000122070312,2013-03-05
78.81999969482422,2013-03-06
78.9800033569336,2013-03-07
79.73999786376953,2013-03-08
80.08999633789062,2013-03-11
79.5,2013-03-12
79.95999908447266,2013-03-13
80.55999755859375,2013-03-14
80.12000274658203,2013-03-15
80.06999969482422,2013-03-18
79.20999908447266,2013-03-19
79.61000061035156,2013-03-20
79.33000183105469,2013-03-21
79.43000030517578,2013-03-22
78.94999694824219,2013-03-25
79.23999786376953,2013-03-26
79.88999938964844,2013-03-27
81.41999816894531,2013-03-28
79.5,2013-04-01
79.37999725341797,2013-04-02
77.81999969482422,2013-04-03
77.33000183105469,2013-04-04
76.4800033569336,2013-04-05
76.55000305175781,2013-04-08
76.51000213623047,2013-04-09
79.30000305175781,2013-04-10
77.98999786376953,2013-04-11
78.30999755859375,2013-04-12
76.48999786376953,2013-04-15
78.02999877929688,2013-04-16
76.91999816894531,2013-04-17
75.06999969482422,2013-04-18
74.87999725341797,2013-04-19
75.0199966430664,2013-04-22
76.7300033569336,2013-04-23
77.58000183105469,2013-04-24
78.30000305175781,2013-04-25
78.01000213623047,2013-04-26
78.87000274658203,2013-04-29
80.86000061035156,2013-04-30
79.94999694824219,2013-05-01
73.93000030517578,2013-05-02
74.58999633789062,2013-05-03
74.37000274658203,2013-05-06
74.81999969482422,2013-05-07
75.45999908447266,2013-05-08
75.0999984741211,2013-05-09
75.88999938964844,2013-05-10
75.16000366210938,2013-05-13
76.36000061035156,2013-05-14
75.91000366210938,2013-05-15
76.06999969482422,2013-05-16
76.44000244140625,2013-05-17
75.7300033569336,2013-05-20
75.3499984741211,2013-05-21
72.58000183105469,2013-05-22
73.44000244140625,2013-05-23
73.8499984741211,2013-05-24
74.87000274658203,2013-05-28
74.55000305175781,2013-05-29
75.05999755859375,2013-05-30
74.5,2013-05-31
73.61000061035156,2013-06-03
72.91000366210938,2013-06-04
72.5,2013-06-05
74.30999755859375,2013-06-06
74.43000030517578,2013-06-07
73.87000274658203,2013-06-10
72.8499984741211,2013-06-11
72.33999633789062,2013-06-12
73.95999908447266,2013-06-13
73.52999877929688,2013-06-14
75.8499984741211,2013-06-17
76.51000213623047,2013-06-18
75.16999816894531,2013-06-19
72.88999938964844,2013-06-20
72.25,2013-06-21
71.16999816894531,2013-06-24
71.68000030517578,2013-06-25
72.13999938964844,2013-06-26
74.04000091552734,2013-06-27
73.0999984741211,2013-06-28
73.66999816894531,2013-07-01
72.55999755859375,2013-07-02
72.95999908447266,2013-07-03
74.5,2013-07-05
74.94999694824219,2013-07-08
75.97000122070312,2013-07-09
76.63999938964844,2013-07-10
78.3499984741211,2013-07-11
78.86000061035156,2013-07-12
79.12999725341797,2013-07-15
79.04000091552734,2013-07-16
79.11000061035156,2013-07-17
79.13999938964844,2013-07-18
79.0999984741211,2013-07-19
79.55000305175781,2013-07-22
79.58000183105469,2013-07-23
79.97000122070312,2013-07-24
79.22000122070312,2013-07-25
78.12999725341797,2013-07-26
77.86000061035156,2013-07-29
77.80000305175781,2013-07-30
79.83999633789062,2013-07-31
88.93000030517578,2013-08-01
89.38999938964844,2013-08-02
89.55000305175781,2013-08-05
87.5999984741211,2013-08-06
87.02999877929688,2013-08-07
87.98999786376953,2013-08-08
88.25,2013-08-09
88.3499984741211,2013-08-12
88.55999755859375,2013-08-13
88.3499984741211,2013-08-14
86.52999877929688,2013-08-15
86.19000244140625,2013-08-16
85.45999908447266,2013-08-19
85.62000274658203,2013-08-20
85.05000305175781,2013-08-21
86.30999755859375,2013-08-22
86.05000305175781,2013-08-23
86.29000091552734,2013-08-26
83.68000030517578,2013-08-27
84.22000122070312,2013-08-28
84.37999725341797,2013-08-29
83.9800033569336,2013-08-30
83.26000213623047,2013-09-03
84.22000122070312,2013-09-04
85.0999984741211,2013-09-05
85.04000091552734,2013-09-06
85.9000015258789,2013-09-09
87.7699966430664,2013-09-10
88.12000274658203,2013-09-11
88.30999755859375,2013-09-12
87.5999984741211,2013-09-13
88.02999877929688,2013-09-16
87.83999633789062,2013-09-17
87.3499984741211,2013-09-18
86.6500015258789,2013-09-19
86.05999755859375,2013-09-20
85.94000244140625,2013-09-23
86.0,2013-09-24
86.69999694824219,2013-09-25
87.72000122070312,2013-09-26
86.48999786376953,2013-09-27
86.5199966430664,2013-09-30
87.76000213623047,2013-10-01
87.1500015258789,2013-10-02
85.2300033569336,2013-10-03
85.94000244140625,2013-10-04
84.6500015258789,2013-10-07
83.61000061035156,2013-10-08
83.54000091552734,2013-10-09
85.62999725341797,2013-10-10
86.16000366210938,2013-10-11
85.91000366210938,2013-10-14
84.41000366210938,2013-10-15
85.36000061035156,2013-10-16
84.56999969482422,2013-10-17
86.37999725341797,2013-10-18
87.68000030517578,2013-10-21
87.56999969482422,2013-10-22
86.5999984741211,2013-10-23
86.98999786376953,2013-10-24
87.41000366210938,2013-10-25
87.80000305175781,2013-10-28
87.91000366210938,2013-10-29
87.63999938964844,2013-10-30
87.44999694824219,2013-10-31
87.41999816894531,2013-11-01
88.31999969482422,2013-11-04
87.48999786376953,2013-11-05
89.02999877929688,2013-11-06
84.18000030517578,2013-11-07
84.4000015258789,2013-11-08
83.94999694824219,2013-11-11
83.91999816894531,2013-11-12
84.58000183105469,2013-11-13
84.13999938964844,2013-11-14
84.48999786376953,2013-11-15
84.52999877929688,2013-11-18
83.58999633789062,2013-11-19
83.43000030517578,2013-11-20
85.05000305175781,2013-11-21
85.83000183105469,2013-11-22
85.55000305175781,2013-11-25
86.05000305175781,2013-11-26
86.56999969482422,2013-11-27
85.66999816894531,2013-11-29
85.93000030517578,2013-12-02
85.58000183105469,2013-12-03
85.95999908447266,2013-12-04
85.20999908447266,2013-12-05
86.19000244140625,2013-12-06
85.93000030517578,2013-12-09
86.33000183105469,2013-12-10
83.80999755859375,2013-12-11
83.13999938964844,2013-12-12
84.1500015258789,2013-12-13
85.51000213623047,2013-12-16
84.66000366210938,2013-12-17
86.5199966430664,2013-12-18
85.83999633789062,2013-12-19
87.33000183105469,2013-12-20
87.4800033569336,2013-12-23
87.29000091552734,2013-12-24
86.97000122070312,2013-12-26
86.30000305175781,2013-12-27
86.62000274658203,2013-12-30
87.19999694824219,2013-12-31
86.01000213623047,2014-01-02
85.5999984741211,2014-01-03
85.0199966430664,2014-01-06
85.58000183105469,2014-01-07
85.27999877929688,2014-01-08
84.51000213623047,2014-01-09
84.7699966430664,2014-01-10
83.4000015258789,2014-01-13
84.69999694824219,2014-01-14
85.27999877929688,2014-01-15
85.4000015258789,2014-01-16
84.63999938964844,2014-01-17
84.5,2014-01-21
84.30999755859375,2014-01-22
83.33000183105469,2014-01-23
79.73999786376953,2014-01-24
77.95999908447266,2014-01-27
79.33000183105469,2014-01-28
78.44999694824219,2014-01-29
78.77999877929688,2014-01-30
78.52999877929688,2014-01-31
77.22000122070312,2014-02-03
77.30999755859375,2014-02-04
77.66000366210938,2014-02-05
79.62000274658203,2014-02-06
81.0,2014-02-07
80.41999816894531,2014-02-10
80.81999969482422,2014-02-11
80.94000244140625,2014-02-12
82.05999755859375,2014-02-13
81.94000244140625,2014-02-14
83.06999969482422,2014-02-18
82.45999908447266,2014-02-19
83.11000061035156,2014-02-20
82.37000274658203,2014-02-21
84.06999969482422,2014-02-24
83.69999694824219,2014-02-25
84.47000122070312,2014-02-26
83.19999694824219,2014-02-27
83.5199966430664,2014-02-28
82.38999938964844,2014-03-03
83.62999725341797,2014-03-04
83.4000015258789,2014-03-05
83.37999725341797,2014-03-06
83.30000305175781,2014-03-07
82.98999786376953,2014-03-10
81.86000061035156,2014-03-11
81.19000244140625,2014-03-12
78.30000305175781,2014-03-13
75.8499984741211,2014-03-14
75.69000244140625,2014-03-17
75.83000183105469,2014-03-18
73.6500015258789,2014-03-19
73.88999938964844,2014-03-20
73.45999908447266,2014-03-21
73.91999816894531,2014-03-24
74.33000183105469,2014-03-25
74.0,2014-03-26
75.69000244140625,2014-03-27
76.12999725341797,2014-03-28
77.0199966430664,2014-03-31
77.73999786376953,2014-04-01
77.66000366210938,2014-04-02
77.44999694824219,2014-04-03
75.62999725341797,2014-04-04
74.41000366210938,2014-04-07
74.62000274658203,2014-04-08
76.11000061035156,2014-04-09
75.0199966430664,2014-04-10
73.69999694824219,2014-04-11
73.83999633789062,2014-04-14
73.94000244140625,2014-04-15
75.06999969482422,2014-04-16
75.80999755859375,2014-04-17
74.72000122070312,2014-04-21
74.76000213623047,2014-04-22
75.61000061035156,2014-04-23
76.66000366210938,2014-04-24
76.63999938964844,2014-04-25
76.5,2014-04-28
76.23999786376953,2014-04-29
76.30999755859375,2014-04-30
72.48999786376953,2014-05-01
74.0,2014-05-02
74.80000305175781,2014-05-05
74.6500015258789,2014-05-06
75.48999786376953,2014-05-07
74.51000213623047,2014-05-08
75.13999938964844,2014-05-09
75.87999725341797,2014-05-12
74.5999984741211,2014-05-13
74.31999969482422,2014-05-14
73.70999908447266,2014-05-15
74.22000122070312,2014-05-16
74.80000305175781,2014-05-19
73.56999969482422,2014-05-20
73.83000183105469,2014-05-21
74.2699966430664,2014-05-22
74.87999725341797,2014-05-23
74.47000122070312,2014-05-27
74.05000305175781,2014-05-28
73.91999816894531,2014-05-29
73.44999694824219,2014-05-30
73.80000305175781,2014-06-02
74.2300033569336,2014-06-03
74.63999938964844,2014-06-04
74.95999908447266,2014-06-05
75.83000183105469,2014-06-06
76.51000213623047,2014-06-09
75.95999908447266,2014-06-10
75.52999877929688,2014-06-11
75.5999984741211,2014-06-12
75.66000366210938,2014-06-13
75.2699966430664,2014-06-16
75.43000030517578,2014-06-17
75.93000030517578,2014-06-18
75.0999984741211,2014-06-19
74.58999633789062,2014-06-20
74.41000366210938,2014-06-23
74.44999694824219,2014-06-24
73.69999694824219,2014-06-25
74.05000305175781,2014-06-26
75.30999755859375,2014-06-27
75.81999969482422,2014-06-30
77.19000244140625,2014-07-01
76.58000183105469,2014-07-02
77.75,2014-07-03
76.66000366210938,2014-07-07
75.72000122070312,2014-07-08
75.58000183105469,2014-07-09
74.73999786376953,2014-07-10
74.18000030517578,2014-07-11
74.95999908447266,2014-07-14
75.30000305175781,2014-07-15
75.54000091552734,2014-07-16
74.70999908447266,2014-07-17
75.2699966430664,2014-07-18
75.2300033569336,2014-07-21
76.25,2014-07-22
76.7699966430664,2014-07-23
77.22000122070312,2014-07-24
77.2699966430664,2014-07-25
77.38999938964844,2014-07-28
77.5999984741211,2014-07-29
78.29000091552734,2014-07-30
76.94000244140625,2014-07-31
76.0,2014-08-01
76.58999633789062,2014-08-04
77.95999908447266,2014-08-05
78.66000366210938,2014-08-06
78.8499984741211,2014-08-07
79.37000274658203,2014-08-08
79.08999633789062,2014-08-11
79.12000274658203,2014-08-12
79.51000213623047,2014-08-13
79.77999877929688,2014-08-14
79.79000091552734,2014-08-15
81.12000274658203,2014-08-18
81.19999694824219,2014-08-19
81.83999633789062,2014-08-20
82.70999908447266,2014-08-21
81.98999786376953,2014-08-22
80.91999816894531,2014-08-25
81.43000030517578,2014-08-26
81.62000274658203,2014-08-27
80.62999725341797,2014-08-28
81.30000305175781,2014-08-29
81.9000015258789,2014-09-02
81.5999984741211,2014-09-03
81.22000122070312,2014-09-04
81.1500015258789,2014-09-05
81.55000305175781,2014-09-08
80.38999938964844,2014-09-09
80.47000122070312,2014-09-10
80.94999694824219,2014-09-11
80.19000244140625,2014-09-12
79.79000091552734,2014-09-15
79.73999786376953,2014-09-16
79.62999725341797,2014-09-17
80.2300033569336,2014-09-18
79.56999969482422,2014-09-19
77.63999938964844,2014-09-22
76.77999877929688,2014-09-23
76.94999694824219,2014-09-24
75.43000030517578,2014-09-25
75.80000305175781,2014-09-26
75.72000122070312,2014-09-29
75.66999816894531,2014-09-30
75.16999816894531,2014-10-01
76.37000274658203,2014-10-02
76.72000122070312,2014-10-03
76.19000244140625,2014-10-06
75.80000305175781,2014-10-07
76.8499984741211,2014-10-08
75.94999694824219,2014-10-09
74.95999908447266,2014-10-10
73.37000274658203,2014-10-13
72.68000030517578,2014-10-14
72.20999908447266,2014-10-15
72.41999816894531,2014-10-16
72.98999786376953,2014-10-17
74.12000274658203,2014-10-20
75.87000274658203,2014-10-21
74.5,2014-10-22
75.0,2014-10-23
75.37000274658203,2014-10-24
75.80999755859375,2014-10-27
77.12000274658203,2014-10-28
76.62999725341797,2014-10-29
77.26000213623047,2014-10-30
78.55999755859375,2014-10-31
78.05000305175781,2014-11-03
77.44999694824219,2014-11-04
77.05999755859375,2014-11-05
78.41000366210938,2014-11-06
79.55000305175781,2014-11-07
79.30000305175781,2014-11-10
80.05999755859375,2014-11-11
79.9000015258789,2014-11-12
79.29000091552734,2014-11-13
79.79000091552734,2014-11-14
79.7300033569336,2014-11-17
79.93000030517578,2014-11-18
79.76000213623047,2014-11-19
79.79000091552734,2014-11-20
81.8499984741211,2014-11-21
81.87999725341797,2014-11-24
82.19999694824219,2014-11-25
83.05000305175781,2014-11-26
83.5199966430664,2014-11-28
83.05999755859375,2014-12-01
83.2699966430664,2014-12-02
83.12999725341797,2014-12-03
83.11000061035156,2014-12-04
83.6500015258789,2014-12-05
83.27999877929688,2014-12-08
83.20999908447266,2014-12-09
81.97000122070312,2014-12-10
81.6500015258789,2014-12-11
80.31999969482422,2014-12-12
80.11000061035156,2014-12-15
80.4000015258789,2014-12-16
81.66000366210938,2014-12-17
83.33999633789062,2014-12-18
83.23999786376953,2014-12-19
83.16000366210938,2014-12-22
83.94999694824219,2014-12-23
84.30999755859375,2014-12-24
84.2699966430664,2014-12-26
83.7300033569336,2014-12-29
82.79000091552734,2014-12-30
82.0,2014-12-31
81.63999938964844,2015-01-02
80.86000061035156,2015-01-05
79.26000213623047,2015-01-06
79.70999908447266,2015-01-07
81.66000366210938,2015-01-08
80.76000213623047,2015-01-09
79.91999816894531,2015-01-12
80.62999725341797,2015-01-13
80.72000122070312,2015-01-14
80.83000183105469,2015-01-15
82.69000244140625,2015-01-16
82.5,2015-01-20
82.94999694824219,2015-01-21
84.63999938964844,2015-01-22
84.70999908447266,2015-01-23
