REGN,Date
25.809999465942383,2002-02-12
24.760000228881836,2002-02-13
24.399999618530273,2002-02-14
24.510000228881836,2002-02-15
23.09000015258789,2002-02-19
24.56999969482422,2002-02-20
23.389999389648438,2002-02-21
23.219999313354492,2002-02-22
22.540000915527344,2002-02-25
23.229999542236328,2002-02-26
23.15999984741211,2002-02-27
22.709999084472656,2002-02-28
23.209999084472656,2002-03-01
25.040000915527344,2002-03-04
25.399999618530273,2002-03-05
26.6299991607666,2002-03-06
25.75,2002-03-07
26.1200008392334,2002-03-08
26.950000762939453,2002-03-11
26.290000915527344,2002-03-12
25.700000762939453,2002-03-13
25.5,2002-03-14
25.229999542236328,2002-03-15
25.40999984741211,2002-03-18
24.889999389648438,2002-03-19
24.059999465942383,2002-03-20
24.950000762939453,2002-03-21
24.68000030517578,2002-03-22
24.31999969482422,2002-03-25
24.799999237060547,2002-03-26
25.040000915527344,2002-03-27
24.989999771118164,2002-03-28
25.3799991607666,2002-04-01
23.440000534057617,2002-04-02
22.459999084472656,2002-04-03
22.399999618530273,2002-04-04
21.100000381469727,2002-04-05
21.049999237060547,2002-04-08
22.100000381469727,2002-04-09
23.260000228881836,2002-04-10
22.399999618530273,2002-04-11
23.239999771118164,2002-04-12
23.6299991607666,2002-04-15
23.989999771118164,2002-04-16
23.280000686645508,2002-04-17
23.940000534057617,2002-04-18
22.959999084472656,2002-04-19
22.899999618530273,2002-04-22
21.760000228881836,2002-04-23
22.010000228881836,2002-04-24
20.510000228881836,2002-04-25
19.969999313354492,2002-04-26
19.25,2002-04-29
20.649999618530273,2002-04-30
19.940000534057617,2002-05-01
19.059999465942383,2002-05-02
18.799999237060547,2002-05-03
17.34000015258789,2002-05-06
17.459999084472656,2002-05-07
19.5,2002-05-08
18.6200008392334,2002-05-09
17.5,2002-05-10
18.1299991607666,2002-05-13
18.75,2002-05-14
18.649999618530273,2002-05-15
17.559999465942383,2002-05-16
18.489999771118164,2002-05-17
17.770000457763672,2002-05-20
16.6299991607666,2002-05-21
17.030000686645508,2002-05-22
18.989999771118164,2002-05-23
17.15999984741211,2002-05-24
17.950000762939453,2002-05-28
17.190000534057617,2002-05-29
17.299999237060547,2002-05-30
16.520000457763672,2002-05-31
15.5600004196167,2002-06-03
15.390000343322754,2002-06-04
15.329999923706055,2002-06-05
14.0600004196167,2002-06-06
14.430000305175781,2002-06-07
14.699999809265137,2002-06-10
14.359999656677246,2002-06-11
13.800000190734863,2002-06-12
14.25,2002-06-13
14.960000038146973,2002-06-14
16.399999618530273,2002-06-17
15.899999618530273,2002-06-18
15.420000076293945,2002-06-19
14.569999694824219,2002-06-20
13.65999984741211,2002-06-21
14.09000015258789,2002-06-24
13.270000457763672,2002-06-25
14.300000190734863,2002-06-26
14.430000305175781,2002-06-27
14.510000228881836,2002-06-28
13.869999885559082,2002-07-01
13.050000190734863,2002-07-02
12.149999618530273,2002-07-03
13.0,2002-07-05
12.59000015258789,2002-07-08
12.449999809265137,2002-07-09
11.359999656677246,2002-07-10
11.779999732971191,2002-07-11
12.369999885559082,2002-07-12
12.670000076293945,2002-07-15
13.489999771118164,2002-07-16
14.039999961853027,2002-07-17
13.229999542236328,2002-07-18
13.300000190734863,2002-07-19
13.390000343322754,2002-07-22
12.1899995803833,2002-07-23
13.210000038146973,2002-07-24
13.6899995803833,2002-07-25
13.600000381469727,2002-07-26
14.989999771118164,2002-07-29
17.229999542236328,2002-07-30
17.200000762939453,2002-07-31
16.059999465942383,2002-08-01
15.270000457763672,2002-08-02
14.0,2002-08-05
15.600000381469727,2002-08-06
15.300000190734863,2002-08-07
16.84000015258789,2002-08-08
16.799999237060547,2002-08-09
17.290000915527344,2002-08-12
16.0,2002-08-13
17.540000915527344,2002-08-14
16.8700008392334,2002-08-15
16.950000762939453,2002-08-16
16.18000030517578,2002-08-19
16.719999313354492,2002-08-20
16.950000762939453,2002-08-21
17.110000610351562,2002-08-22
16.5,2002-08-23
16.6299991607666,2002-08-26
15.800000190734863,2002-08-27
15.050000190734863,2002-08-28
16.18000030517578,2002-08-29
15.449999809265137,2002-08-30
14.539999961853027,2002-09-03
15.15999984741211,2002-09-04
14.25,2002-09-05
14.600000381469727,2002-09-06
15.100000381469727,2002-09-09
14.899999618530273,2002-09-10
14.930000305175781,2002-09-11
14.569999694824219,2002-09-12
14.649999618530273,2002-09-13
14.40999984741211,2002-09-16
14.0,2002-09-17
14.5,2002-09-18
13.170000076293945,2002-09-19
12.739999771118164,2002-09-20
11.59000015258789,2002-09-23
11.770000457763672,2002-09-24
12.930000305175781,2002-09-25
12.6899995803833,2002-09-26
12.739999771118164,2002-09-27
13.5,2002-09-30
13.989999771118164,2002-10-01
14.640000343322754,2002-10-02
14.770000457763672,2002-10-03
13.3100004196167,2002-10-04
12.930000305175781,2002-10-07
13.289999961853027,2002-10-08
12.600000381469727,2002-10-09
13.0,2002-10-10
12.859999656677246,2002-10-11
13.699999809265137,2002-10-14
14.470000267028809,2002-10-15
13.970000267028809,2002-10-16
14.430000305175781,2002-10-17
15.069999694824219,2002-10-18
15.100000381469727,2002-10-21
14.569999694824219,2002-10-22
14.699999809265137,2002-10-23
14.670000076293945,2002-10-24
15.210000038146973,2002-10-25
15.119999885559082,2002-10-28
15.15999984741211,2002-10-29
15.239999771118164,2002-10-30
15.130000114440918,2002-10-31
15.789999961853027,2002-11-01
16.979999542236328,2002-11-04
16.979999542236328,2002-11-05
17.489999771118164,2002-11-06
17.06999969482422,2002-11-07
16.600000381469727,2002-11-08
16.020000457763672,2002-11-11
16.09000015258789,2002-11-12
15.989999771118164,2002-11-13
16.0,2002-11-14
16.049999237060547,2002-11-15
16.65999984741211,2002-11-18
16.450000762939453,2002-11-19
17.610000610351562,2002-11-20
20.709999084472656,2002-11-21
21.540000915527344,2002-11-22
22.239999771118164,2002-11-25
21.549999237060547,2002-11-26
21.700000762939453,2002-11-27
21.649999618530273,2002-11-29
21.139999389648438,2002-12-02
19.530000686645508,2002-12-03
20.860000610351562,2002-12-04
21.25,2002-12-05
21.399999618530273,2002-12-06
20.149999618530273,2002-12-09
20.469999313354492,2002-12-10
21.540000915527344,2002-12-11
21.440000534057617,2002-12-12
20.540000915527344,2002-12-13
20.739999771118164,2002-12-16
20.940000534057617,2002-12-17
20.100000381469727,2002-12-18
19.229999542236328,2002-12-19
19.809999465942383,2002-12-20
20.0,2002-12-23
19.920000076293945,2002-12-24
19.700000762939453,2002-12-26
19.200000762939453,2002-12-27
18.5,2002-12-30
18.510000228881836,2002-12-31
19.09000015258789,2003-01-02
18.559999465942383,2003-01-03
18.700000762939453,2003-01-06
19.420000076293945,2003-01-07
18.940000534057617,2003-01-08
19.110000610351562,2003-01-09
19.290000915527344,2003-01-10
19.899999618530273,2003-01-13
20.350000381469727,2003-01-14
19.950000762939453,2003-01-15
21.0,2003-01-16
21.270000457763672,2003-01-17
20.8700008392334,2003-01-21
21.1200008392334,2003-01-22
21.110000610351562,2003-01-23
20.6299991607666,2003-01-24
20.139999389648438,2003-01-27
20.510000228881836,2003-01-28
20.5,2003-01-29
19.09000015258789,2003-01-30
18.729999542236328,2003-01-31
18.850000381469727,2003-02-03
18.84000015258789,2003-02-04
18.440000534057617,2003-02-05
17.739999771118164,2003-02-06
17.889999389648438,2003-02-07
17.399999618530273,2003-02-10
17.389999389648438,2003-02-11
17.0,2003-02-12
17.040000915527344,2003-02-13
17.25,2003-02-14
17.559999465942383,2003-02-18
17.520000457763672,2003-02-19
17.270000457763672,2003-02-20
17.5,2003-02-21
17.309999465942383,2003-02-24
17.670000076293945,2003-02-25
18.149999618530273,2003-02-26
18.5,2003-02-27
18.34000015258789,2003-02-28
17.75,2003-03-03
18.360000610351562,2003-03-04
18.100000381469727,2003-03-05
17.309999465942383,2003-03-06
17.75,2003-03-07
18.969999313354492,2003-03-10
18.299999237060547,2003-03-11
18.809999465942383,2003-03-12
19.809999465942383,2003-03-13
19.829999923706055,2003-03-14
20.3799991607666,2003-03-17
20.690000534057617,2003-03-18
20.65999984741211,2003-03-19
20.200000762939453,2003-03-20
20.459999084472656,2003-03-21
19.290000915527344,2003-03-24
19.709999084472656,2003-03-25
19.860000610351562,2003-03-26
19.350000381469727,2003-03-27
17.309999465942383,2003-03-28
7.519999980926514,2003-03-31
6.889999866485596,2003-04-01
6.599999904632568,2003-04-02
6.800000190734863,2003-04-03
6.710000038146973,2003-04-04
6.460000038146973,2003-04-07
6.639999866485596,2003-04-08
6.460000038146973,2003-04-09
6.400000095367432,2003-04-10
6.150000095367432,2003-04-11
6.369999885559082,2003-04-14
6.340000152587891,2003-04-15
6.119999885559082,2003-04-16
6.039999961853027,2003-04-17
6.010000228881836,2003-04-21
5.880000114440918,2003-04-22
6.21999979019165,2003-04-23
6.610000133514404,2003-04-24
6.440000057220459,2003-04-25
6.320000171661377,2003-04-28
6.329999923706055,2003-04-29
6.329999923706055,2003-04-30
6.329999923706055,2003-05-01
6.559999942779541,2003-05-02
6.53000020980835,2003-05-05
6.800000190734863,2003-05-06
6.619999885559082,2003-05-07
6.539999961853027,2003-05-08
6.570000171661377,2003-05-09
6.579999923706055,2003-05-12
6.659999847412109,2003-05-13
7.170000076293945,2003-05-14
7.25,2003-05-15
7.059999942779541,2003-05-16
9.989999771118164,2003-05-19
9.989999771118164,2003-05-20
10.210000038146973,2003-05-21
10.510000228881836,2003-05-22
11.220000267028809,2003-05-23
13.619999885559082,2003-05-27
13.380000114440918,2003-05-28
13.079999923706055,2003-05-29
13.739999771118164,2003-05-30
14.899999618530273,2003-06-02
13.75,2003-06-03
14.609999656677246,2003-06-04
15.520000457763672,2003-06-05
15.859999656677246,2003-06-06
15.960000038146973,2003-06-09
17.0,2003-06-10
17.600000381469727,2003-06-11
18.530000686645508,2003-06-12
17.790000915527344,2003-06-13
18.139999389648438,2003-06-16
17.84000015258789,2003-06-17
16.969999313354492,2003-06-18
15.479999542236328,2003-06-19
15.640000343322754,2003-06-20
15.210000038146973,2003-06-23
16.209999084472656,2003-06-24
15.9399995803833,2003-06-25
15.699999809265137,2003-06-26
16.420000076293945,2003-06-27
15.760000228881836,2003-06-30
15.640000343322754,2003-07-01
15.789999961853027,2003-07-02
15.949999809265137,2003-07-03
16.350000381469727,2003-07-07
16.420000076293945,2003-07-08
16.559999465942383,2003-07-09
16.260000228881836,2003-07-10
16.600000381469727,2003-07-11
16.420000076293945,2003-07-14
16.25,2003-07-15
16.149999618530273,2003-07-16
15.350000381469727,2003-07-17
15.100000381469727,2003-07-18
14.5,2003-07-21
14.529999732971191,2003-07-22
15.029999732971191,2003-07-23
14.90999984741211,2003-07-24
14.75,2003-07-25
15.100000381469727,2003-07-28
15.09000015258789,2003-07-29
14.819999694824219,2003-07-30
15.399999618530273,2003-07-31
14.5600004196167,2003-08-01
13.90999984741211,2003-08-04
13.069999694824219,2003-08-05
12.430000305175781,2003-08-06
12.779999732971191,2003-08-07
12.520000457763672,2003-08-08
12.5600004196167,2003-08-11
13.289999961853027,2003-08-12
13.109999656677246,2003-08-13
13.319999694824219,2003-08-14
13.210000038146973,2003-08-15
14.109999656677246,2003-08-18
14.229999542236328,2003-08-19
14.600000381469727,2003-08-20
14.859999656677246,2003-08-21
14.3100004196167,2003-08-22
14.229999542236328,2003-08-25
14.34000015258789,2003-08-26
14.630000114440918,2003-08-27
15.149999618530273,2003-08-28
15.210000038146973,2003-08-29
16.280000686645508,2003-09-02
16.520000457763672,2003-09-03
17.209999084472656,2003-09-04
16.8799991607666,2003-09-05
22.309999465942383,2003-09-08
21.75,2003-09-09
21.530000686645508,2003-09-10
20.899999618530273,2003-09-11
20.729999542236328,2003-09-12
20.260000228881836,2003-09-15
20.100000381469727,2003-09-16
20.239999771118164,2003-09-17
20.979999542236328,2003-09-18
20.389999389648438,2003-09-19
19.860000610351562,2003-09-22
19.989999771118164,2003-09-23
19.170000076293945,2003-09-24
18.6299991607666,2003-09-25
17.6200008392334,2003-09-26
17.899999618530273,2003-09-29
17.670000076293945,2003-09-30
17.59000015258789,2003-10-01
18.049999237060547,2003-10-02
17.920000076293945,2003-10-03
18.399999618530273,2003-10-06
14.59000015258789,2003-10-07
14.529999732971191,2003-10-08
14.4399995803833,2003-10-09
14.039999961853027,2003-10-10
13.800000190734863,2003-10-13
13.460000038146973,2003-10-14
13.25,2003-10-15
13.300000190734863,2003-10-16
13.0,2003-10-17
12.960000038146973,2003-10-20
13.619999885559082,2003-10-21
13.0600004196167,2003-10-22
12.899999618530273,2003-10-23
13.039999961853027,2003-10-24
13.460000038146973,2003-10-27
13.460000038146973,2003-10-28
13.25,2003-10-29
13.319999694824219,2003-10-30
13.84000015258789,2003-10-31
13.180000305175781,2003-11-03
12.9399995803833,2003-11-04
12.989999771118164,2003-11-05
13.289999961853027,2003-11-06
13.0,2003-11-07
12.710000038146973,2003-11-10
12.65999984741211,2003-11-11
13.569999694824219,2003-11-12
13.4399995803833,2003-11-13
12.979999542236328,2003-11-14
12.729999542236328,2003-11-17
12.399999618530273,2003-11-18
12.199999809265137,2003-11-19
12.40999984741211,2003-11-20
12.229999542236328,2003-11-21
13.140000343322754,2003-11-24
13.0,2003-11-25
13.0,2003-11-26
12.880000114440918,2003-11-28
12.949999809265137,2003-12-01
13.199999809265137,2003-12-02
12.829999923706055,2003-12-03
12.970000267028809,2003-12-04
13.0,2003-12-05
13.100000381469727,2003-12-08
12.90999984741211,2003-12-09
12.569999694824219,2003-12-10
13.050000190734863,2003-12-11
13.0,2003-12-12
12.65999984741211,2003-12-15
12.760000228881836,2003-12-16
12.880000114440918,2003-12-17
12.920000076293945,2003-12-18
13.329999923706055,2003-12-19
14.100000381469727,2003-12-22
14.850000381469727,2003-12-23
14.15999984741211,2003-12-24
14.270000457763672,2003-12-26
14.899999618530273,2003-12-29
15.239999771118164,2003-12-30
14.710000038146973,2003-12-31
15.050000190734863,2004-01-02
15.09000015258789,2004-01-05
14.920000076293945,2004-01-06
15.5,2004-01-07
15.6899995803833,2004-01-08
15.579999923706055,2004-01-09
15.329999923706055,2004-01-12
16.100000381469727,2004-01-13
16.020000457763672,2004-01-14
16.43000030517578,2004-01-15
16.200000762939453,2004-01-16
16.079999923706055,2004-01-20
16.25,2004-01-21
16.639999389648438,2004-01-22
16.719999313354492,2004-01-23
16.5,2004-01-26
15.890000343322754,2004-01-27
15.579999923706055,2004-01-28
14.890000343322754,2004-01-29
14.859999656677246,2004-01-30
15.039999961853027,2004-02-02
14.600000381469727,2004-02-03
13.829999923706055,2004-02-04
13.789999961853027,2004-02-05
14.760000228881836,2004-02-06
14.600000381469727,2004-02-09
14.739999771118164,2004-02-10
14.699999809265137,2004-02-11
14.470000267028809,2004-02-12
13.949999809265137,2004-02-13
14.399999618530273,2004-02-17
14.449999809265137,2004-02-18
14.079999923706055,2004-02-19
14.199999809265137,2004-02-20
14.010000228881836,2004-02-23
13.850000381469727,2004-02-24
14.300000190734863,2004-02-25
15.15999984741211,2004-02-26
14.15999984741211,2004-02-27
14.850000381469727,2004-03-01
14.979999542236328,2004-03-02
15.0,2004-03-03
15.140000343322754,2004-03-04
15.979999542236328,2004-03-05
15.4399995803833,2004-03-08
14.90999984741211,2004-03-09
14.390000343322754,2004-03-10
14.25,2004-03-11
14.350000381469727,2004-03-12
14.119999885559082,2004-03-15
13.960000038146973,2004-03-16
14.239999771118164,2004-03-17
14.010000228881836,2004-03-18
13.680000305175781,2004-03-19
13.539999961853027,2004-03-22
13.319999694824219,2004-03-23
12.9399995803833,2004-03-24
13.5,2004-03-25
13.270000457763672,2004-03-26
13.800000190734863,2004-03-29
13.920000076293945,2004-03-30
13.579999923706055,2004-03-31
13.529999732971191,2004-04-01
13.90999984741211,2004-04-02
14.539999961853027,2004-04-05
13.869999885559082,2004-04-06
13.75,2004-04-07
13.5,2004-04-08
13.319999694824219,2004-04-12
12.600000381469727,2004-04-13
12.609999656677246,2004-04-14
12.399999618530273,2004-04-15
12.4399995803833,2004-04-16
12.989999771118164,2004-04-19
12.710000038146973,2004-04-20
12.770000457763672,2004-04-21
13.529999732971191,2004-04-22
13.59000015258789,2004-04-23
15.300000190734863,2004-04-26
14.0600004196167,2004-04-27
13.75,2004-04-28
13.020000457763672,2004-04-29
12.529999732971191,2004-04-30
13.229999542236328,2004-05-03
13.15999984741211,2004-05-04
13.279999732971191,2004-05-05
12.710000038146973,2004-05-06
12.489999771118164,2004-05-07
12.140000343322754,2004-05-10
12.6899995803833,2004-05-11
12.630000114440918,2004-05-12
12.329999923706055,2004-05-13
11.949999809265137,2004-05-14
11.260000228881836,2004-05-17
11.149999618530273,2004-05-18
10.960000038146973,2004-05-19
11.0600004196167,2004-05-20
11.119999885559082,2004-05-21
11.109999656677246,2004-05-24
11.600000381469727,2004-05-25
11.75,2004-05-26
11.779999732971191,2004-05-27
11.229999542236328,2004-05-28
11.359999656677246,2004-06-01
11.369999885559082,2004-06-02
10.859999656677246,2004-06-03
11.220000267028809,2004-06-04
9.729999542236328,2004-06-07
9.930000305175781,2004-06-08
9.8100004196167,2004-06-09
8.649999618530273,2004-06-10
8.920000076293945,2004-06-14
9.220000267028809,2004-06-15
9.4399995803833,2004-06-16
9.34000015258789,2004-06-17
9.430000305175781,2004-06-18
9.380000114440918,2004-06-21
9.5,2004-06-22
9.989999771118164,2004-06-23
10.109999656677246,2004-06-24
10.100000381469727,2004-06-25
10.229999542236328,2004-06-28
10.229999542236328,2004-06-29
10.529999732971191,2004-06-30
10.15999984741211,2004-07-01
10.119999885559082,2004-07-02
9.760000228881836,2004-07-06
9.510000228881836,2004-07-07
9.140000343322754,2004-07-08
9.1899995803833,2004-07-09
9.0,2004-07-12
8.880000114440918,2004-07-13
8.699999809265137,2004-07-14
8.6899995803833,2004-07-15
8.270000457763672,2004-07-16
8.270000457763672,2004-07-19
8.670000076293945,2004-07-20
7.920000076293945,2004-07-21
8.0600004196167,2004-07-22
7.619999885559082,2004-07-23
7.510000228881836,2004-07-26
7.980000019073486,2004-07-27
8.25,2004-07-28
8.4399995803833,2004-07-29
8.5600004196167,2004-07-30
8.15999984741211,2004-08-02
8.15999984741211,2004-08-03
7.909999847412109,2004-08-04
7.369999885559082,2004-08-05
6.960000038146973,2004-08-06
6.900000095367432,2004-08-09
7.110000133514404,2004-08-10
7.46999979019165,2004-08-11
7.179999828338623,2004-08-12
7.050000190734863,2004-08-13
7.480000019073486,2004-08-16
7.309999942779541,2004-08-17
8.170000076293945,2004-08-18
8.1899995803833,2004-08-19
8.680000305175781,2004-08-20
8.539999961853027,2004-08-23
8.640000343322754,2004-08-24
8.979999542236328,2004-08-25
8.979999542236328,2004-08-26
9.180000305175781,2004-08-27
8.859999656677246,2004-08-30
8.90999984741211,2004-08-31
8.869999885559082,2004-09-01
9.270000457763672,2004-09-02
8.960000038146973,2004-09-03
9.119999885559082,2004-09-07
8.729999542236328,2004-09-08
8.989999771118164,2004-09-09
9.220000267028809,2004-09-10
9.300000190734863,2004-09-13
9.199999809265137,2004-09-14
9.119999885559082,2004-09-15
9.180000305175781,2004-09-16
9.0,2004-09-17
9.25,2004-09-20
9.319999694824219,2004-09-21
8.65999984741211,2004-09-22
8.670000076293945,2004-09-23
8.649999618530273,2004-09-24
8.199999809265137,2004-09-27
8.729999542236328,2004-09-28
8.899999618530273,2004-09-29
8.680000305175781,2004-09-30
8.779999732971191,2004-10-01
9.0,2004-10-04
8.5,2004-10-05
8.479999542236328,2004-10-06
8.229999542236328,2004-10-07
7.889999866485596,2004-10-08
8.029999732971191,2004-10-11
8.0,2004-10-12
7.659999847412109,2004-10-13
7.409999847412109,2004-10-14
7.420000076293945,2004-10-15
7.71999979019165,2004-10-18
7.300000190734863,2004-10-19
6.949999809265137,2004-10-20
6.920000076293945,2004-10-21
6.860000133514404,2004-10-22
6.849999904632568,2004-10-25
7.079999923706055,2004-10-26
7.170000076293945,2004-10-27
7.210000038146973,2004-10-28
7.269999980926514,2004-10-29
7.539999961853027,2004-11-01
7.519999980926514,2004-11-02
7.880000114440918,2004-11-03
7.920000076293945,2004-11-04
8.020000457763672,2004-11-05
8.0600004196167,2004-11-08
8.34000015258789,2004-11-09
8.510000228881836,2004-11-10
8.710000038146973,2004-11-11
8.720000267028809,2004-11-12
8.930000305175781,2004-11-15
8.579999923706055,2004-11-16
8.640000343322754,2004-11-17
8.59000015258789,2004-11-18
8.329999923706055,2004-11-19
8.75,2004-11-22
8.84000015258789,2004-11-23
8.600000381469727,2004-11-24
8.550000190734863,2004-11-26
9.029999732971191,2004-11-29
9.220000267028809,2004-11-30
9.029999732971191,2004-12-01
9.220000267028809,2004-12-02
9.020000457763672,2004-12-03
8.90999984741211,2004-12-06
8.619999885559082,2004-12-07
8.779999732971191,2004-12-08
8.789999961853027,2004-12-09
8.84000015258789,2004-12-10
9.0600004196167,2004-12-13
9.270000457763672,2004-12-14
9.470000267028809,2004-12-15
9.270000457763672,2004-12-16
8.949999809265137,2004-12-17
9.140000343322754,2004-12-20
9.1899995803833,2004-12-21
9.239999771118164,2004-12-22
9.319999694824219,2004-12-23
9.0600004196167,2004-12-27
9.270000457763672,2004-12-28
9.289999961853027,2004-12-29
9.319999694824219,2004-12-30
9.210000038146973,2004-12-31
9.039999961853027,2005-01-03
8.350000381469727,2005-01-04
8.40999984741211,2005-01-05
8.300000190734863,2005-01-06
8.149999618530273,2005-01-07
8.470000267028809,2005-01-10
7.5,2005-01-11
7.730000019073486,2005-01-12
7.639999866485596,2005-01-13
7.730000019073486,2005-01-14
7.860000133514404,2005-01-18
7.519999980926514,2005-01-19
7.340000152587891,2005-01-20
7.139999866485596,2005-01-21
7.03000020980835,2005-01-24
7.150000095367432,2005-01-25
7.260000228881836,2005-01-26
7.25,2005-01-27
6.989999771118164,2005-01-28
7.199999809265137,2005-01-31
7.21999979019165,2005-02-01
7.190000057220459,2005-02-02
7.230000019073486,2005-02-03
7.510000228881836,2005-02-04
7.460000038146973,2005-02-07
7.369999885559082,2005-02-08
7.050000190734863,2005-02-09
7.230000019073486,2005-02-10
7.090000152587891,2005-02-11
6.869999885559082,2005-02-14
6.900000095367432,2005-02-15
6.769999980926514,2005-02-16
6.570000171661377,2005-02-17
6.389999866485596,2005-02-18
6.460000038146973,2005-02-22
6.400000095367432,2005-02-23
6.480000019073486,2005-02-24
6.46999979019165,2005-02-25
6.110000133514404,2005-02-28
6.019999980926514,2005-03-01
6.050000190734863,2005-03-02
6.050000190734863,2005-03-03
5.880000114440918,2005-03-04
5.940000057220459,2005-03-07
5.739999771118164,2005-03-08
5.769999980926514,2005-03-09
5.440000057220459,2005-03-10
5.230000019073486,2005-03-11
5.96999979019165,2005-03-14
5.710000038146973,2005-03-15
5.349999904632568,2005-03-16
5.340000152587891,2005-03-17
5.510000228881836,2005-03-18
5.519999980926514,2005-03-21
5.449999809265137,2005-03-22
5.510000228881836,2005-03-23
5.369999885559082,2005-03-24
5.230000019073486,2005-03-28
4.860000133514404,2005-03-29
5.050000190734863,2005-03-30
5.110000133514404,2005-03-31
4.989999771118164,2005-04-01
4.880000114440918,2005-04-04
4.650000095367432,2005-04-05
4.679999828338623,2005-04-06
4.869999885559082,2005-04-07
4.769999980926514,2005-04-08
4.920000076293945,2005-04-11
4.730000019073486,2005-04-12
4.800000190734863,2005-04-13
4.630000114440918,2005-04-14
4.739999771118164,2005-04-15
4.730000019073486,2005-04-18
4.800000190734863,2005-04-19
4.840000152587891,2005-04-20
5.210000038146973,2005-04-21
5.019999980926514,2005-04-22
5.25,2005-04-25
5.699999809265137,2005-04-26
5.75,2005-04-27
5.380000114440918,2005-04-28
5.570000171661377,2005-04-29
6.059999942779541,2005-05-02
6.159999847412109,2005-05-03
6.639999866485596,2005-05-04
7.28000020980835,2005-05-05
6.900000095367432,2005-05-06
6.889999866485596,2005-05-09
6.840000152587891,2005-05-10
6.71999979019165,2005-05-11
6.28000020980835,2005-05-12
6.039999961853027,2005-05-13
6.019999980926514,2005-05-16
6.570000171661377,2005-05-17
6.5,2005-05-18
6.320000171661377,2005-05-19
6.21999979019165,2005-05-20
6.510000228881836,2005-05-23
6.630000114440918,2005-05-24
6.400000095367432,2005-05-25
6.420000076293945,2005-05-26
6.630000114440918,2005-05-27
6.230000019073486,2005-05-31
6.409999847412109,2005-06-01
6.400000095367432,2005-06-02
6.159999847412109,2005-06-03
6.239999771118164,2005-06-06
6.25,2005-06-07
6.150000095367432,2005-06-08
6.199999809265137,2005-06-09
6.360000133514404,2005-06-10
6.21999979019165,2005-06-13
6.599999904632568,2005-06-14
6.929999828338623,2005-06-15
7.289999961853027,2005-06-16
7.650000095367432,2005-06-17
8.640000343322754,2005-06-20
8.680000305175781,2005-06-21
8.609999656677246,2005-06-22
8.4399995803833,2005-06-23
8.800000190734863,2005-06-24
8.239999771118164,2005-06-27
8.75,2005-06-28
8.640000343322754,2005-06-29
8.390000343322754,2005-06-30
8.619999885559082,2005-07-01
9.039999961853027,2005-07-05
9.109999656677246,2005-07-06
8.979999542236328,2005-07-07
9.5,2005-07-08
9.630000114440918,2005-07-11
9.260000228881836,2005-07-12
9.300000190734863,2005-07-13
9.520000457763672,2005-07-14
9.510000228881836,2005-07-15
9.399999618530273,2005-07-18
9.489999771118164,2005-07-19
10.220000267028809,2005-07-20
10.270000457763672,2005-07-21
9.930000305175781,2005-07-22
9.520000457763672,2005-07-25
9.770000457763672,2005-07-26
9.550000190734863,2005-07-27
9.75,2005-07-28
9.640000343322754,2005-07-29
9.859999656677246,2005-08-01
10.170000076293945,2005-08-02
9.949999809265137,2005-08-03
9.75,2005-08-04
9.40999984741211,2005-08-05
8.569999694824219,2005-08-08
8.680000305175781,2005-08-09
8.90999984741211,2005-08-10
8.819999694824219,2005-08-11
8.40999984741211,2005-08-12
8.890000343322754,2005-08-15
8.619999885559082,2005-08-16
8.470000267028809,2005-08-17
8.399999618530273,2005-08-18
8.449999809265137,2005-08-19
8.619999885559082,2005-08-22
8.300000190734863,2005-08-23
8.180000305175781,2005-08-24
7.980000019073486,2005-08-25
7.489999771118164,2005-08-26
7.829999923706055,2005-08-29
7.610000133514404,2005-08-30
7.46999979019165,2005-08-31
7.639999866485596,2005-09-01
7.78000020980835,2005-09-02
8.050000190734863,2005-09-06
8.390000343322754,2005-09-07
8.489999771118164,2005-09-08
8.40999984741211,2005-09-09
8.550000190734863,2005-09-12
8.359999656677246,2005-09-13
8.010000228881836,2005-09-14
7.769999980926514,2005-09-15
8.350000381469727,2005-09-16
8.4399995803833,2005-09-19
8.670000076293945,2005-09-20
8.279999732971191,2005-09-21
8.239999771118164,2005-09-22
8.260000228881836,2005-09-23
8.5,2005-09-26
9.369999885559082,2005-09-27
9.420000076293945,2005-09-28
9.529999732971191,2005-09-29
9.489999771118164,2005-09-30
9.699999809265137,2005-10-03
10.100000381469727,2005-10-04
9.829999923706055,2005-10-05
9.25,2005-10-06
9.5,2005-10-07
9.390000343322754,2005-10-10
9.399999618530273,2005-10-11
8.760000228881836,2005-10-12
8.920000076293945,2005-10-13
9.229999542236328,2005-10-14
9.3100004196167,2005-10-17
9.430000305175781,2005-10-18
9.300000190734863,2005-10-19
9.130000114440918,2005-10-20
9.0,2005-10-21
11.210000038146973,2005-10-24
11.010000228881836,2005-10-25
10.9399995803833,2005-10-26
11.399999618530273,2005-10-27
11.970000267028809,2005-10-28
12.510000228881836,2005-10-31
12.010000228881836,2005-11-01
12.109999656677246,2005-11-02
12.979999542236328,2005-11-03
13.0,2005-11-04
13.09000015258789,2005-11-07
12.720000267028809,2005-11-08
11.470000267028809,2005-11-09
11.210000038146973,2005-11-10
11.029999732971191,2005-11-11
10.890000343322754,2005-11-14
11.140000343322754,2005-11-15
11.140000343322754,2005-11-16
11.279999732971191,2005-11-17
11.229999542236328,2005-11-18
11.270000457763672,2005-11-21
