^NDX,Date
309.5849914550781,1992-10-14
312.135009765625,1992-10-15
316.385009765625,1992-10-16
322.7850036621094,1992-10-19
323.3800048828125,1992-10-20
326.07000732421875,1992-10-21
326.0950012207031,1992-10-22
325.44000244140625,1992-10-23
327.1700134277344,1992-10-26
323.92498779296875,1992-10-27
326.67498779296875,1992-10-28
331.0899963378906,1992-10-29
329.1549987792969,1992-10-30
330.3299865722656,1992-11-02
325.9649963378906,1992-11-03
327.760009765625,1992-11-04
336.489990234375,1992-11-05
338.1449890136719,1992-11-06
340.5849914550781,1992-11-09
344.3900146484375,1992-11-10
347.8550109863281,1992-11-11
346.79998779296875,1992-11-12
348.489990234375,1992-11-13
344.6300048828125,1992-11-16
338.2300109863281,1992-11-17
344.30999755859375,1992-11-18
346.7550048828125,1992-11-19
348.80499267578125,1992-11-20
343.44000244140625,1992-11-23
349.9750061035156,1992-11-24
349.6600036621094,1992-11-25
349.31500244140625,1992-11-27
350.9599914550781,1992-11-30
352.6700134277344,1992-12-01
351.57000732421875,1992-12-02
354.7900085449219,1992-12-03
358.3999938964844,1992-12-04
361.8349914550781,1992-12-07
360.57501220703125,1992-12-08
357.81500244140625,1992-12-09
354.55499267578125,1992-12-10
350.8949890136719,1992-12-11
349.4049987792969,1992-12-14
346.94500732421875,1992-12-15
348.95001220703125,1992-12-16
356.8450012207031,1992-12-17
357.8949890136719,1992-12-18
359.3349914550781,1992-12-21
355.6400146484375,1992-12-22
356.4949951171875,1992-12-23
357.55999755859375,1992-12-24
359.06500244140625,1992-12-28
359.80999755859375,1992-12-29
359.93499755859375,1992-12-30
360.18499755859375,1992-12-31
356.3699951171875,1993-01-04
360.2349853515625,1993-01-05
366.9700012207031,1993-01-06
364.0150146484375,1993-01-07
365.5400085449219,1993-01-08
370.80499267578125,1993-01-11
367.9049987792969,1993-01-12
375.8500061035156,1993-01-13
381.3399963378906,1993-01-14
379.2349853515625,1993-01-15
378.7550048828125,1993-01-18
376.0199890136719,1993-01-19
375.7300109863281,1993-01-20
379.3399963378906,1993-01-21
377.82000732421875,1993-01-22
381.05499267578125,1993-01-25
379.375,1993-01-26
372.6099853515625,1993-01-27
370.6650085449219,1993-01-28
370.55999755859375,1993-01-29
375.4750061035156,1993-02-01
377.44000244140625,1993-02-02
376.5350036621094,1993-02-03
374.2449951171875,1993-02-04
369.0,1993-02-05
365.7250061035156,1993-02-08
362.95001220703125,1993-02-09
367.29998779296875,1993-02-10
366.32501220703125,1993-02-11
361.19000244140625,1993-02-12
346.8900146484375,1993-02-16
345.9100036621094,1993-02-17
348.2799987792969,1993-02-18
347.9150085449219,1993-02-19
340.3500061035156,1993-02-22
341.239990234375,1993-02-23
350.125,1993-02-24
351.6650085449219,1993-02-25
351.1400146484375,1993-02-26
349.0950012207031,1993-03-01
356.2099914550781,1993-03-02
359.9599914550781,1993-03-03
355.5299987792969,1993-03-04
355.56500244140625,1993-03-05
359.44000244140625,1993-03-08
359.3999938964844,1993-03-09
361.260009765625,1993-03-10
361.7349853515625,1993-03-11
362.6499938964844,1993-03-12
364.31500244140625,1993-03-15
363.6099853515625,1993-03-16
355.6549987792969,1993-03-17
355.5,1993-03-18
351.55499267578125,1993-03-19
349.4150085449219,1993-03-22
348.135009765625,1993-03-23
348.5050048828125,1993-03-24
354.375,1993-03-25
352.6449890136719,1993-03-26
351.4049987792969,1993-03-29
357.7200012207031,1993-03-30
359.4200134277344,1993-03-31
354.3349914550781,1993-04-01
341.17999267578125,1993-04-02
344.7049865722656,1993-04-05
340.55499267578125,1993-04-06
345.18499755859375,1993-04-07
341.55999755859375,1993-04-08
349.0050048828125,1993-04-12
345.8699951171875,1993-04-13
346.489990234375,1993-04-14
343.8949890136719,1993-04-15
340.6499938964844,1993-04-16
337.4549865722656,1993-04-19
339.05999755859375,1993-04-20
340.19500732421875,1993-04-21
338.4800109863281,1993-04-22
333.6600036621094,1993-04-23
327.2799987792969,1993-04-26
334.6000061035156,1993-04-27
339.6600036621094,1993-04-28
338.9800109863281,1993-04-29
339.94500732421875,1993-04-30
344.9700012207031,1993-05-03
353.2799987792969,1993-05-04
355.3450012207031,1993-05-05
351.7149963378906,1993-05-06
353.2300109863281,1993-05-07
354.8450012207031,1993-05-10
353.0050048828125,1993-05-11
350.9599914550781,1993-05-12
347.7099914550781,1993-05-13
349.79998779296875,1993-05-14
352.6700134277344,1993-05-17
356.0,1993-05-18
364.67498779296875,1993-05-19
370.4549865722656,1993-05-20
366.6700134277344,1993-05-21
367.0899963378906,1993-05-24
366.2200012207031,1993-05-25
374.3450012207031,1993-05-26
372.7300109863281,1993-05-27
368.1099853515625,1993-05-28
372.5299987792969,1993-06-01
372.68499755859375,1993-06-02
372.05999755859375,1993-06-03
368.625,1993-06-04
364.3550109863281,1993-06-07
360.739990234375,1993-06-08
360.25,1993-06-09
359.54998779296875,1993-06-10
363.07501220703125,1993-06-11
367.1449890136719,1993-06-14
366.9750061035156,1993-06-15
365.0150146484375,1993-06-16
364.010009765625,1993-06-17
357.9599914550781,1993-06-18
357.864990234375,1993-06-21
356.20001220703125,1993-06-22
354.93499755859375,1993-06-23
357.82501220703125,1993-06-24
362.2250061035156,1993-06-25
368.45001220703125,1993-06-28
365.9599914550781,1993-06-29
366.125,1993-06-30
363.7300109863281,1993-07-01
364.2149963378906,1993-07-02
360.7950134277344,1993-07-06
357.864990234375,1993-07-07
360.70001220703125,1993-07-08
362.4599914550781,1993-07-09
362.8699951171875,1993-07-12
361.9800109863281,1993-07-13
363.739990234375,1993-07-14
360.4649963378906,1993-07-15
351.07000732421875,1993-07-16
349.05999755859375,1993-07-19
355.760009765625,1993-07-20
352.635009765625,1993-07-21
348.3500061035156,1993-07-22
353.2049865722656,1993-07-23
356.4049987792969,1993-07-26
352.0150146484375,1993-07-27
356.80999755859375,1993-07-28
357.3299865722656,1993-07-29
352.864990234375,1993-07-30
355.25,1993-08-02
356.2300109863281,1993-08-03
360.114990234375,1993-08-04
362.4100036621094,1993-08-05
363.1449890136719,1993-08-06
362.2950134277344,1993-08-09
358.6449890136719,1993-08-10
359.7349853515625,1993-08-11
359.4049987792969,1993-08-12
360.4549865722656,1993-08-13
370.6000061035156,1993-08-16
374.1600036621094,1993-08-17
375.81500244140625,1993-08-18
370.2650146484375,1993-08-19
370.8699951171875,1993-08-20
370.489990234375,1993-08-23
371.0,1993-08-24
367.9549865722656,1993-08-25
364.6700134277344,1993-08-26
366.5,1993-08-27
369.30499267578125,1993-08-30
372.6499938964844,1993-08-31
374.1600036621094,1993-09-01
374.56500244140625,1993-09-02
373.7049865722656,1993-09-03
366.67999267578125,1993-09-07
364.8450012207031,1993-09-08
368.29998779296875,1993-09-09
370.635009765625,1993-09-10
367.5899963378906,1993-09-13
364.19500732421875,1993-09-14
367.32000732421875,1993-09-15
365.739990234375,1993-09-16
366.18499755859375,1993-09-17
367.4549865722656,1993-09-20
365.6449890136719,1993-09-21
374.0,1993-09-22
377.06500244140625,1993-09-23
378.0400085449219,1993-09-24
382.5050048828125,1993-09-27
386.0199890136719,1993-09-28
386.8900146484375,1993-09-29
382.7149963378906,1993-09-30
382.80999755859375,1993-10-01
384.2950134277344,1993-10-04
381.2749938964844,1993-10-05
380.4200134277344,1993-10-06
377.9949951171875,1993-10-07
381.31500244140625,1993-10-08
380.6549987792969,1993-10-11
382.56500244140625,1993-10-12
386.29998779296875,1993-10-13
391.9849853515625,1993-10-14
392.45001220703125,1993-10-15
389.8500061035156,1993-10-18
382.7300109863281,1993-10-19
383.92999267578125,1993-10-20
387.3550109863281,1993-10-21
388.19000244140625,1993-10-22
387.4049987792969,1993-10-25
384.6000061035156,1993-10-26
390.25,1993-10-27
389.2449951171875,1993-10-28
390.9849853515625,1993-10-29
395.0299987792969,1993-11-01
395.32000732421875,1993-11-02
387.92999267578125,1993-11-03
377.4649963378906,1993-11-04
383.635009765625,1993-11-05
384.8500061035156,1993-11-08
385.9150085449219,1993-11-09
392.9849853515625,1993-11-10
394.6600036621094,1993-11-11
395.17498779296875,1993-11-12
391.1199951171875,1993-11-15
393.375,1993-11-16
385.7950134277344,1993-11-17
381.739990234375,1993-11-18
380.56500244140625,1993-11-19
373.3699951171875,1993-11-22
381.2200012207031,1993-11-23
385.0350036621094,1993-11-24
386.31500244140625,1993-11-26
383.18499755859375,1993-11-29
386.760009765625,1993-11-30
392.94500732421875,1993-12-01
396.1650085449219,1993-12-02
401.7749938964844,1993-12-03
399.0050048828125,1993-12-06
396.9849853515625,1993-12-07
394.80999755859375,1993-12-08
387.25,1993-12-09
386.9599914550781,1993-12-10
387.7799987792969,1993-12-13
382.8299865722656,1993-12-14
384.94500732421875,1993-12-15
386.17999267578125,1993-12-16
389.0350036621094,1993-12-17
389.7200012207031,1993-12-20
388.510009765625,1993-12-21
388.4049987792969,1993-12-22
390.32000732421875,1993-12-23
391.8399963378906,1993-12-27
394.739990234375,1993-12-28
395.3800048828125,1993-12-29
397.7250061035156,1993-12-30
398.2799987792969,1993-12-31
395.5299987792969,1994-01-03
398.19000244140625,1994-01-04
401.07000732421875,1994-01-05
404.2099914550781,1994-01-06
404.7799987792969,1994-01-07
408.9100036621094,1994-01-10
407.8500061035156,1994-01-11
408.4700012207031,1994-01-12
408.0,1994-01-13
411.75,1994-01-14
410.7900085449219,1994-01-17
410.95001220703125,1994-01-18
406.3800048828125,1994-01-19
411.5299987792969,1994-01-20
411.5899963378906,1994-01-21
409.2300109863281,1994-01-24
406.4800109863281,1994-01-25
407.19000244140625,1994-01-26
409.92999267578125,1994-01-27
412.5199890136719,1994-01-28
413.989990234375,1994-01-31
410.2200012207031,1994-02-01
411.7799987792969,1994-02-02
410.04998779296875,1994-02-03
397.4800109863281,1994-02-04
399.6199951171875,1994-02-07
401.4599914550781,1994-02-08
403.9100036621094,1994-02-09
401.30999755859375,1994-02-10
401.8299865722656,1994-02-11
405.1099853515625,1994-02-14
408.2799987792969,1994-02-15
408.739990234375,1994-02-16
407.3900146484375,1994-02-17
407.94000244140625,1994-02-18
410.4800109863281,1994-02-22
408.9100036621094,1994-02-23
402.7900085449219,1994-02-24
406.45001220703125,1994-02-25
412.1700134277344,1994-02-28
409.69000244140625,1994-03-01
408.17999267578125,1994-03-02
408.1700134277344,1994-03-03
411.989990234375,1994-03-04
415.29998779296875,1994-03-07
411.9700012207031,1994-03-08
413.0799865722656,1994-03-09
409.7699890136719,1994-03-10
409.42999267578125,1994-03-11
412.92999267578125,1994-03-14
412.8299865722656,1994-03-15
415.30999755859375,1994-03-16
418.45001220703125,1994-03-17
417.5199890136719,1994-03-18
412.989990234375,1994-03-21
410.6700134277344,1994-03-22
410.5,1994-03-23
403.9200134277344,1994-03-24
399.8599853515625,1994-03-25
393.9200134277344,1994-03-28
383.0,1994-03-29
380.25,1994-03-30
382.9599914550781,1994-03-31
375.4200134277344,1994-04-04
389.30999755859375,1994-04-05
388.760009765625,1994-04-06
390.9700012207031,1994-04-07
384.8999938964844,1994-04-08
383.8500061035156,1994-04-11
375.4599914550781,1994-04-12
367.25,1994-04-13
365.6499938964844,1994-04-14
366.2900085449219,1994-04-15
360.4599914550781,1994-04-18
357.3599853515625,1994-04-19
355.3800048828125,1994-04-20
367.0199890136719,1994-04-21
369.0799865722656,1994-04-22
374.7900085449219,1994-04-25
375.4599914550781,1994-04-26
372.45001220703125,1994-04-28
373.25,1994-04-29
379.82000732421875,1994-05-02
377.07000732421875,1994-05-03
377.5299987792969,1994-05-04
378.2300109863281,1994-05-05
374.57000732421875,1994-05-06
368.0,1994-05-09
370.0199890136719,1994-05-10
365.17999267578125,1994-05-11
366.6400146484375,1994-05-12
364.82000732421875,1994-05-13
360.489990234375,1994-05-16
360.5,1994-05-17
368.5899963378906,1994-05-18
371.7099914550781,1994-05-19
370.3699951171875,1994-05-20
369.8900146484375,1994-05-23
377.0,1994-05-24
378.239990234375,1994-05-25
375.79998779296875,1994-05-26
376.80999755859375,1994-05-27
378.8500061035156,1994-05-31
379.2300109863281,1994-06-01
380.6600036621094,1994-06-02
382.7799987792969,1994-06-03
382.79998779296875,1994-06-06
379.989990234375,1994-06-07
371.0,1994-06-08
370.29998779296875,1994-06-09
374.6400146484375,1994-06-10
371.8800048828125,1994-06-13
377.3800048828125,1994-06-14
377.7799987792969,1994-06-15
377.79998779296875,1994-06-16
371.94000244140625,1994-06-17
367.8299865722656,1994-06-20
360.9800109863281,1994-06-21
363.2300109863281,1994-06-22
353.489990234375,1994-06-23
351.760009765625,1994-06-24
361.1600036621094,1994-06-27
362.04998779296875,1994-06-28
362.7300109863281,1994-06-29
360.29998779296875,1994-06-30
360.0299987792969,1994-07-01
356.9100036621094,1994-07-05
353.6199951171875,1994-07-06
359.2300109863281,1994-07-07
359.30999755859375,1994-07-08
358.7900085449219,1994-07-11
361.30999755859375,1994-07-12
369.1400146484375,1994-07-13
367.5199890136719,1994-07-14
367.239990234375,1994-07-15
368.17999267578125,1994-07-18
364.7200012207031,1994-07-19
359.5299987792969,1994-07-20
362.2099914550781,1994-07-21
365.05999755859375,1994-07-22
366.1099853515625,1994-07-25
364.010009765625,1994-07-26
361.80999755859375,1994-07-27
362.1400146484375,1994-07-28
370.1600036621094,1994-07-29
373.5799865722656,1994-08-01
372.7799987792969,1994-08-02
370.4800109863281,1994-08-03
367.54998779296875,1994-08-04
367.1499938964844,1994-08-05
368.8900146484375,1994-08-08
370.6600036621094,1994-08-09
373.92999267578125,1994-08-10
374.489990234375,1994-08-11
376.9599914550781,1994-08-12
377.0799865722656,1994-08-15
380.5299987792969,1994-08-16
386.8999938964844,1994-08-17
385.6300048828125,1994-08-18
384.1199951171875,1994-08-19
382.80999755859375,1994-08-22
386.739990234375,1994-08-23
388.44000244140625,1994-08-24
391.489990234375,1994-08-25
399.260009765625,1994-08-26
398.44000244140625,1994-08-29
401.739990234375,1994-08-30
397.8999938964844,1994-08-31
391.6099853515625,1994-09-01
391.4100036621094,1994-09-02
393.69000244140625,1994-09-06
397.04998779296875,1994-09-07
400.75,1994-09-08
394.8399963378906,1994-09-09
391.6700134277344,1994-09-12
396.69000244140625,1994-09-13
397.7900085449219,1994-09-14
407.1000061035156,1994-09-15
404.4700012207031,1994-09-16
403.8800048828125,1994-09-19
396.8500061035156,1994-09-20
393.7099914550781,1994-09-21
393.54998779296875,1994-09-22
390.20001220703125,1994-09-23
388.8999938964844,1994-09-26
389.3299865722656,1994-09-27
391.9700012207031,1994-09-28
391.2200012207031,1994-09-29
393.8500061035156,1994-09-30
392.7200012207031,1994-10-03
382.7099914550781,1994-10-04
386.989990234375,1994-10-05
382.8500061035156,1994-10-06
387.3599853515625,1994-10-07
392.8500061035156,1994-10-10
400.2900085449219,1994-10-11
399.8500061035156,1994-10-12
399.8599853515625,1994-10-13
398.79998779296875,1994-10-14
396.8500061035156,1994-10-17
398.0,1994-10-18
403.7300109863281,1994-10-19
402.989990234375,1994-10-20
400.5199890136719,1994-10-21
398.7900085449219,1994-10-24
398.4800109863281,1994-10-25
403.8299865722656,1994-10-26
405.6199951171875,1994-10-27
411.8399963378906,1994-10-28
413.04998779296875,1994-10-31
410.05999755859375,1994-11-01
408.9100036621094,1994-11-02
408.1700134277344,1994-11-03
401.4599914550781,1994-11-04
400.19000244140625,1994-11-07
407.44000244140625,1994-11-08
408.32000732421875,1994-11-09
406.1199951171875,1994-11-10
404.7799987792969,1994-11-11
412.1700134277344,1994-11-14
411.7799987792969,1994-11-15
412.7200012207031,1994-11-16
410.9800109863281,1994-11-17
412.42999267578125,1994-11-18
409.2799987792969,1994-11-21
397.92999267578125,1994-11-22
397.1700134277344,1994-11-23
401.1700134277344,1994-11-25
403.82000732421875,1994-11-28
409.1000061035156,1994-11-29
404.82000732421875,1994-11-30
397.6600036621094,1994-12-01
402.0400085449219,1994-12-02
402.7099914550781,1994-12-05
399.9800109863281,1994-12-06
395.75,1994-12-07
386.29998779296875,1994-12-08
388.6300048828125,1994-12-09
388.8800048828125,1994-12-12
387.5299987792969,1994-12-13
391.6499938964844,1994-12-14
393.70001220703125,1994-12-15
392.010009765625,1994-12-16
390.4200134277344,1994-12-19
390.6099853515625,1994-12-20
397.79998779296875,1994-12-21
399.79998779296875,1994-12-22
401.1499938964844,1994-12-23
404.0299987792969,1994-12-27
400.260009765625,1994-12-28
406.30999755859375,1994-12-29
404.2699890136719,1994-12-30
398.0,1995-01-03
399.6499938964844,1995-01-04
398.0199890136719,1995-01-05
401.5899963378906,1995-01-06
403.5299987792969,1995-01-09
407.57000732421875,1995-01-10
407.1000061035156,1995-01-11
407.32000732421875,1995-01-12
410.4800109863281,1995-01-13
413.6499938964844,1995-01-16
416.8900146484375,1995-01-17
419.260009765625,1995-01-18
417.8299865722656,1995-01-19
410.1300048828125,1995-01-20
411.8900146484375,1995-01-23
413.6000061035156,1995-01-24
410.8699951171875,1995-01-25
406.5,1995-01-26
407.2200012207031,1995-01-27
401.7099914550781,1995-01-30
405.3299865722656,1995-01-31
407.05999755859375,1995-02-01
411.1499938964844,1995-02-02
416.1400146484375,1995-02-03
420.92999267578125,1995-02-06
420.57000732421875,1995-02-07
425.6600036621094,1995-02-08
426.42999267578125,1995-02-09
430.7699890136719,1995-02-10
428.7699890136719,1995-02-13
429.80999755859375,1995-02-14
432.489990234375,1995-02-15
430.8599853515625,1995-02-16
425.6600036621094,1995-02-17
424.82000732421875,1995-02-21
429.2099914550781,1995-02-22
431.0299987792969,1995-02-23
428.4200134277344,1995-02-24
424.75,1995-02-27
432.5,1995-02-28
429.79998779296875,1995-03-01
431.67999267578125,1995-03-02
436.67999267578125,1995-03-03
437.239990234375,1995-03-06
432.1199951171875,1995-03-07
437.010009765625,1995-03-08
437.0199890136719,1995-03-09
441.760009765625,1995-03-10
440.82000732421875,1995-03-13
446.2699890136719,1995-03-14
443.57000732421875,1995-03-15
444.67999267578125,1995-03-16
443.94000244140625,1995-03-17
446.6099853515625,1995-03-20
447.1300048828125,1995-03-21
447.1300048828125,1995-03-22
448.82000732421875,1995-03-23
455.42999267578125,1995-03-24
457.1199951171875,1995-03-27
460.5400085449219,1995-03-28
451.8699951171875,1995-03-29
448.4200134277344,1995-03-30
447.1499938964844,1995-03-31
448.489990234375,1995-04-03
441.8599853515625,1995-04-04
444.6600036621094,1995-04-05
439.9200134277344,1995-04-06
444.010009765625,1995-04-07
449.3599853515625,1995-04-10
453.3299865722656,1995-04-11
456.9800109863281,1995-04-12
458.92999267578125,1995-04-13
457.05999755859375,1995-04-17
453.42999267578125,1995-04-18
447.05999755859375,1995-04-19
449.010009765625,1995-04-20
451.3399963378906,1995-04-21
456.4100036621094,1995-04-24
459.1000061035156,1995-04-25
463.0299987792969,1995-04-26
465.3399963378906,1995-04-27
469.55999755859375,1995-04-28
466.04998779296875,1995-05-01
465.3800048828125,1995-05-02
474.92999267578125,1995-05-03
474.1000061035156,1995-05-04
470.29998779296875,1995-05-05
476.7799987792969,1995-05-08
476.0,1995-05-09
472.8800048828125,1995-05-10
479.57000732421875,1995-05-11
483.19000244140625,1995-05-12
486.3399963378906,1995-05-15
491.0400085449219,1995-05-16
494.69000244140625,1995-05-17
488.0199890136719,1995-05-18
489.8699951171875,1995-05-19
495.0899963378906,1995-05-22
503.1199951171875,1995-05-23
500.5,1995-05-24
501.6600036621094,1995-05-25
496.05999755859375,1995-05-26
482.0799865722656,1995-05-30
488.1000061035156,1995-05-31
490.9599914550781,1995-06-01
492.6499938964844,1995-06-02
500.80999755859375,1995-06-05
495.1199951171875,1995-06-06
497.1499938964844,1995-06-07
500.8599853515625,1995-06-08
500.4100036621094,1995-06-09
501.69000244140625,1995-06-12
505.32000732421875,1995-06-13
506.0899963378906,1995-06-14
511.989990234375,1995-06-15
517.5700073242188,1995-06-16
530.530029296875,1995-06-19
539.5499877929688,1995-06-20
535.52001953125,1995-06-21
546.0599975585938,1995-06-22
544.6599731445312,1995-06-23
536.489990234375,1995-06-26
527.8400268554688,1995-06-27
530.6500244140625,1995-06-28
536.2100219726562,1995-06-29
538.030029296875,1995-06-30
538.969970703125,1995-07-03
543.3900146484375,1995-07-05
553.8699951171875,1995-07-06
567.5599975585938,1995-07-07
573.5599975585938,1995-07-10
563.97998046875,1995-07-11
579.7100219726562,1995-07-12
583.25,1995-07-13
589.8499755859375,1995-07-14
596.9099731445312,1995-07-17
578.4600219726562,1995-07-18
547.1199951171875,1995-07-19
550.3300170898438,1995-07-20
547.780029296875,1995-07-21
562.6400146484375,1995-07-24
572.7100219726562,1995-07-25
576.8400268554688,1995-07-26
584.25,1995-07-27
574.1799926757812,1995-07-28
568.8800048828125,1995-07-31
559.2100219726562,1995-08-01
551.5599975585938,1995-08-02
553.0599975585938,1995-08-03
560.5800170898438,1995-08-04
563.6500244140625,1995-08-07
565.7100219726562,1995-08-08
575.489990234375,1995-08-09
569.75,1995-08-10
575.6400146484375,1995-08-11
584.72998046875,1995-08-14
584.0499877929688,1995-08-15
596.4299926757812,1995-08-16
596.280029296875,1995-08-17
595.52001953125,1995-08-18
578.8900146484375,1995-08-21
589.25,1995-08-22
591.3200073242188,1995-08-23
583.1599731445312,1995-08-24
580.0999755859375,1995-08-25
566.0499877929688,1995-08-28
566.8200073242188,1995-08-29
572.8300170898438,1995-08-30
576.77001953125,1995-08-31
573.2100219726562,1995-09-01
595.3599853515625,1995-09-05
594.1199951171875,1995-09-06
599.1400146484375,1995-09-07
604.27001953125,1995-09-08
609.75,1995-09-11
605.989990234375,1995-09-12
607.7000122070312,1995-09-13
604.1199951171875,1995-09-14
589.010009765625,1995-09-15
591.1300048828125,1995-09-18
601.02001953125,1995-09-19
603.1900024414062,1995-09-20
594.8499755859375,1995-09-21
592.6400146484375,1995-09-22
587.9299926757812,1995-09-25
580.77001953125,1995-09-26
576.219970703125,1995-09-27
595.4400024414062,1995-09-28
585.0800170898438,1995-09-29
573.8699951171875,1995-10-02
573.1599731445312,1995-10-03
558.989990234375,1995-10-04
572.75,1995-10-05
567.4199829101562,1995-10-06
546.9299926757812,1995-10-09
550.760009765625,1995-10-10
564.3300170898438,1995-10-11
573.0999755859375,1995-10-12
570.0,1995-10-13
568.4600219726562,1995-10-16
589.4299926757812,1995-10-17
597.969970703125,1995-10-18
601.260009765625,1995-10-19
591.8800048828125,1995-10-20
593.27001953125,1995-10-23
594.22998046875,1995-10-24
584.3300170898438,1995-10-25
582.469970703125,1995-10-26
593.530029296875,1995-10-27
607.0999755859375,1995-10-30
598.780029296875,1995-10-31
600.9099731445312,1995-11-01
614.6900024414062,1995-11-02
621.7100219726562,1995-11-03
615.719970703125,1995-11-06
596.22998046875,1995-11-07
598.719970703125,1995-11-08
616.9500122070312,1995-11-09
613.6099853515625,1995-11-10
608.3200073242188,1995-11-13
591.6799926757812,1995-11-14
593.47998046875,1995-11-15
591.7000122070312,1995-11-16
588.8099975585938,1995-11-17
571.6699829101562,1995-11-20
574.219970703125,1995-11-21
569.0399780273438,1995-11-22
578.3200073242188,1995-11-24
573.9099731445312,1995-11-27
598.0,1995-11-28
599.5800170898438,1995-11-29
593.719970703125,1995-11-30
587.02001953125,1995-12-01
598.0,1995-12-04
591.22998046875,1995-12-05
589.97998046875,1995-12-06
587.1300048828125,1995-12-07
599.3800048828125,1995-12-08
596.1099853515625,1995-12-11
585.0399780273438,1995-12-12
587.5399780273438,1995-12-13
566.2899780273438,1995-12-14
563.280029296875,1995-12-15
548.0399780273438,1995-12-18
575.010009765625,1995-12-19
565.1500244140625,1995-12-20
580.760009765625,1995-12-21
585.1799926757812,1995-12-22
585.0900268554688,1995-12-26
580.3699951171875,1995-12-27
571.9600219726562,1995-12-28
576.22998046875,1995-12-29
585.9400024414062,1996-01-02
572.2899780273438,1996-01-03
563.47998046875,1996-01-04
565.1400146484375,1996-01-05
563.1500244140625,1996-01-08
534.4199829101562,1996-01-09
535.2899780273438,1996-01-10
555.2000122070312,1996-01-11
552.7100219726562,1996-01-12
534.4400024414062,1996-01-15
546.0499877929688,1996-01-16
545.510009765625,1996-01-17
554.3200073242188,1996-01-18
564.6400146484375,1996-01-19
571.25,1996-01-22
567.3499755859375,1996-01-23
582.1400146484375,1996-01-24
572.260009765625,1996-01-25
577.0499877929688,1996-01-26
576.22998046875,1996-01-29
583.989990234375,1996-01-30
591.8200073242188,1996-01-31
601.8800048828125,1996-02-01
601.4199829101562,1996-02-02
615.469970703125,1996-02-05
619.2000122070312,1996-02-06
615.0700073242188,1996-02-07
623.7999877929688,1996-02-08
623.010009765625,1996-02-09
625.2899780273438,1996-02-12
618.5399780273438,1996-02-13
617.5900268554688,1996-02-14
620.22998046875,1996-02-15
619.0399780273438,1996-02-16
616.8300170898438,1996-02-20
627.280029296875,1996-02-21
643.4099731445312,1996-02-22
642.5900268554688,1996-02-23
637.9199829101562,1996-02-26
631.0999755859375,1996-02-27
631.4400024414062,1996-02-28
622.8300170898438,1996-02-29
604.760009765625,1996-03-01
601.5,1996-03-04
615.8800048828125,1996-03-05
607.8400268554688,1996-03-06
609.5499877929688,1996-03-07
591.7100219726562,1996-03-08
605.47998046875,1996-03-11
599.02001953125,1996-03-12
614.75,1996-03-13
610.5599975585938,1996-03-14
621.7100219726562,1996-03-15
633.260009765625,1996-03-18
629.3900146484375,1996-03-19
615.260009765625,1996-03-20
611.510009765625,1996-03-21
612.8800048828125,1996-03-22
597.8200073242188,1996-03-25
602.0800170898438,1996-03-26
608.0599975585938,1996-03-27
608.0800170898438,1996-03-28
609.6900024414062,1996-03-29
612.989990234375,1996-04-01
615.8099975585938,1996-04-02
618.5700073242188,1996-04-03
618.0,1996-04-04
610.6099853515625,1996-04-08
611.0599975585938,1996-04-09
609.1099853515625,1996-04-10
604.0700073242188,1996-04-11
605.0499877929688,1996-04-12
611.0800170898438,1996-04-15
625.9400024414062,1996-04-16
620.7100219726562,1996-04-17
633.4400024414062,1996-04-18
633.010009765625,1996-04-19
644.2899780273438,1996-04-22
654.489990234375,1996-04-23
664.010009765625,1996-04-24
666.6799926757812,1996-04-25
666.6500244140625,1996-04-26
667.0,1996-04-29
666.72998046875,1996-04-30
673.3599853515625,1996-05-01
656.72998046875,1996-05-02
661.0700073242188,1996-05-03
662.9299926757812,1996-05-06
660.8200073242188,1996-05-07
663.530029296875,1996-05-08
662.5399780273438,1996-05-09
672.5399780273438,1996-05-10
688.52001953125,1996-05-13
695.4299926757812,1996-05-14
690.1599731445312,1996-05-15
695.25,1996-05-16
690.8099975585938,1996-05-17
693.27001953125,1996-05-20
687.8599853515625,1996-05-21
688.4299926757812,1996-05-22
692.0900268554688,1996-05-23
688.9099731445312,1996-05-24
685.0700073242188,1996-05-28
677.0900268554688,1996-05-29
684.0399780273438,1996-05-30
692.3900146484375,1996-05-31
689.25,1996-06-03
692.5900268554688,1996-06-04
699.3499755859375,1996-06-05
687.010009765625,1996-06-06
691.4600219726562,1996-06-07
688.8400268554688,1996-06-10
690.9400024414062,1996-06-11
697.1599731445312,1996-06-12
691.8400268554688,1996-06-13
681.1300048828125,1996-06-14
678.4400024414062,1996-06-17
666.0700073242188,1996-06-18
667.719970703125,1996-06-19
664.4500122070312,1996-06-20
672.530029296875,1996-06-21
677.1699829101562,1996-06-24
668.0399780273438,1996-06-25
659.6900024414062,1996-06-26
671.1500244140625,1996-06-27
677.2999877929688,1996-06-28
687.0700073242188,1996-07-01
680.1699829101562,1996-07-02
673.8400268554688,1996-07-03
657.6799926757812,1996-07-05
656.0,1996-07-08
660.760009765625,1996-07-09
657.4500122070312,1996-07-10
635.780029296875,1996-07-11
635.0599975585938,1996-07-12
606.8900146484375,1996-07-15
614.25,1996-07-16
631.2999877929688,1996-07-17
643.739990234375,1996-07-18
633.0499877929688,1996-07-19
624.030029296875,1996-07-22
598.3400268554688,1996-07-23
605.0499877929688,1996-07-24
